,SGroup,Signal,coverage_naive,coverage_split,coverage_posi,length_naive,length_split,length_posi
363,3,0.8333333333333333,1.0,1.0,0.875,3.896926639674648,5.682404130214811,4.193504279908389
364,3,0.8333333333333333,0.75,0.875,0.75,3.7215590870151067,5.1559301473233825,3.851980072301006
365,3,0.8333333333333333,0.75,,,3.7508092801349795,,
366,3,0.8333333333333333,1.0,0.875,1.0,3.742277967345955,5.083015563648458,3.911958090343088
367,3,0.8333333333333333,0.625,1.0,0.75,3.5251770379047564,5.281020695105472,3.9224276520120522
368,3,0.8333333333333333,1.0,,1.0,3.736340750859987,,4.161274728693082
369,3,0.8333333333333333,0.75,,1.0,3.815121086683936,,4.4563451542857475
370,3,0.8333333333333333,0.75,,,3.8069838802326834,,
371,3,0.8333333333333333,0.75,,0.75,3.76031161890723,,3.967867793877948
372,3,0.8333333333333333,1.0,0.75,1.0,3.802639861018924,5.498094302588422,3.920950873179519
373,3,0.8333333333333333,0.5,0.625,0.5,3.7259372644515145,5.350400394049972,3.917567120660755
374,3,0.8333333333333333,1.0,,1.0,3.933975494234083,,4.1768750318814885
375,3,0.8333333333333333,1.0,0.875,1.0,3.7910412115723444,5.330324328906074,3.966735717741016
376,3,0.8333333333333333,1.0,1.0,1.0,3.9260300864695363,5.663913141879949,3.9938207236878265
377,3,0.8333333333333333,1.0,0.75,1.0,3.60098925473858,5.3710439589567525,3.6216128858484535
378,3,0.8333333333333333,,1.0,,,5.658794799286169,
379,3,0.8333333333333333,1.0,0.875,1.0,3.611488369945586,5.461283538357369,3.690974264020695
380,3,0.8333333333333333,,0.875,,,5.638120976428906,
381,3,0.8333333333333333,0.9166666666666666,0.875,1.0,3.517317048275626,5.424933961155162,3.7932690251997045
382,3,0.8333333333333333,1.0,,1.0,3.695215043306697,,3.92529804581052
383,3,0.8333333333333333,0.875,0.75,0.75,3.6699937154681397,5.378037340139496,3.9050273674668246
384,3,0.8333333333333333,1.0,0.75,1.0,3.6004450326613817,5.2809938296236645,3.955463556371515
385,3,0.8333333333333333,0.75,1.0,0.75,3.492804078790523,4.7689538683870305,3.5542818002855787
386,3,0.8333333333333333,,,0.75,,,4.464417759300975
387,3,0.8333333333333333,,,1.0,,,4.057627264183067
388,3,0.8333333333333333,0.75,,0.75,3.670217891564229,,3.724519976181203
389,3,0.8333333333333333,0.75,0.75,0.75,3.8588652681260895,5.4923415624933005,3.93415020405632
390,3,0.8333333333333333,1.0,,1.0,4.012946921854316,,4.2833888056077924
391,3,0.8333333333333333,,,,,,
392,3,0.8333333333333333,0.875,0.875,0.875,3.666368386566398,5.483730849788989,3.6692806209717697
393,3,0.8333333333333333,1.0,0.875,1.0,3.4495600947314675,5.166888663714609,3.5472631678251845
394,3,0.8333333333333333,0.5,1.0,,3.7375431684122504,5.621018970536072,
395,3,0.8333333333333333,0.875,1.0,0.625,3.5081970704485044,5.015793960035891,3.900374296362573
396,3,0.8333333333333333,1.0,0.875,1.0,3.7305212243598787,5.10614926432334,3.785839473100083
397,3,0.8333333333333333,1.0,,1.0,3.865054483072962,,4.153228063754732
398,3,0.8333333333333333,1.0,0.625,1.0,3.6702015768885987,5.137689825225055,3.953143995007351
399,3,0.8333333333333333,0.75,1.0,1.0,3.8324641771718295,5.521372763698371,4.156001750263393
400,3,0.9444444444444444,0.9166666666666666,1.0,1.0,3.924092314061293,6.18491228270744,4.122726951041627
401,3,0.9444444444444444,1.0,1.0,1.0,3.717022106800355,5.043420233501433,3.907003910460274
402,3,0.9444444444444444,0.8333333333333334,0.75,0.875,3.719428902005103,5.930920161077993,3.6963035329409317
403,3,0.9444444444444444,0.875,0.75,1.0,3.6372347002724634,5.176317741722944,3.7889690480892657
404,3,0.9444444444444444,1.0,,1.0,3.7090974710610247,,4.035089216599546
405,3,0.9444444444444444,1.0,1.0,0.75,3.6255181079570935,5.1523380120066635,3.5094886223143655
406,3,0.9444444444444444,0.9166666666666666,1.0,0.75,3.586600267407402,5.3028777207870235,3.882692752981446
407,3,0.9444444444444444,1.0,,1.0,4.008885021838196,,4.18546093769821
408,3,0.9444444444444444,0.5,0.75,0.75,3.63679542515633,5.089536402967314,3.6330645773748267
409,3,0.9444444444444444,0.875,1.0,0.875,3.662986864496369,5.557785948876093,3.7207889750418217
410,3,0.9444444444444444,0.875,1.0,1.0,3.6407774748354442,5.319176305827465,3.8532126110321308
411,3,0.9444444444444444,1.0,1.0,1.0,3.6045352037740104,5.160844568659046,3.8819144787950988
412,3,0.9444444444444444,0.75,,0.75,3.6776120802949324,,3.785749774890525
413,3,0.9444444444444444,1.0,1.0,1.0,3.5680073547958107,4.96416755427785,3.9306959865828395
414,3,0.9444444444444444,1.0,,1.0,3.773583650684375,,4.23701138359074
415,3,0.9444444444444444,0.75,,1.0,3.938894815021059,,4.390533464889497
416,3,0.9444444444444444,0.875,0.75,0.875,3.781469246384937,5.400858675723513,3.8676500210246036
417,3,0.9444444444444444,0.875,1.0,0.875,3.7617302991631796,5.7687460461393005,3.9828507462223692
418,3,0.9444444444444444,1.0,1.0,1.0,4.001616469252868,5.4950787505178775,3.811486686842864
419,3,0.9444444444444444,0.875,1.0,1.0,3.5796458296065587,5.269684479867563,3.9137709009848
420,3,0.9444444444444444,1.0,,1.0,3.8831521110899088,,4.474659040106411
421,3,0.9444444444444444,,,0.75,,,4.3410686359896005
422,3,0.9444444444444444,,,,,,
423,3,0.9444444444444444,0.75,1.0,1.0,3.656360058826723,5.435417109961552,3.849489905321689
424,3,0.9444444444444444,1.0,1.0,1.0,3.7711390769641695,5.608167744443175,3.907148412825174
425,3,0.9444444444444444,1.0,1.0,1.0,3.7493069390953133,5.43727794688661,4.058512568596734
426,3,0.9444444444444444,1.0,1.0,,3.6188279810316843,5.081925595239681,
427,3,0.9444444444444444,0.75,1.0,0.875,3.682989547934524,5.626103995132199,3.6361449667030845
428,3,0.9444444444444444,1.0,1.0,1.0,3.85861395865516,5.858887883983003,3.773981985870974
429,3,0.9444444444444444,1.0,,0.875,3.642437548293393,,3.9757843516062445
430,3,0.9444444444444444,1.0,0.75,1.0,3.9555682618591588,5.714736292791233,3.9307655577610743
431,3,0.9444444444444444,0.875,1.0,1.0,3.4185004647224337,4.896546819651743,3.52580286082623
432,3,0.9444444444444444,0.5,0.75,0.5,3.7176591366589795,5.316218695576461,3.918792185710881
433,3,0.9444444444444444,1.0,,0.875,3.9133339370298432,,4.2703030236335255
434,3,0.9444444444444444,1.0,,1.0,3.652014812083009,,3.8720100320577533
435,3,0.9444444444444444,1.0,1.0,0.625,4.008326219140593,5.403760036973231,4.054055666196375
436,3,0.9444444444444444,0.9166666666666666,0.625,0.9166666666666666,3.5024466558685954,4.845241281614554,3.5035043285325727
437,3,0.9444444444444444,0.75,1.0,1.0,3.7532754121763063,5.645818759673521,3.8465956774954524
438,3,0.9444444444444444,1.0,,1.0,3.8632688153799557,,4.062097660163083
439,3,0.9444444444444444,1.0,0.875,1.0,3.741035254932079,5.641585959047354,3.8502715279052726
440,3,0.9444444444444444,1.0,1.0,1.0,3.58564187051421,5.2833693130267765,3.8467043755686063
441,3,0.9444444444444444,1.0,0.9166666666666666,0.9166666666666666,3.672784179451264,5.037512041004541,3.9205789256106285
442,3,0.9444444444444444,1.0,1.0,1.0,4.10627913449054,5.656892269322256,4.252939055419143
443,3,0.9444444444444444,1.0,1.0,1.0,4.0318279898844,5.899665067261434,4.052044338470332
444,3,0.9444444444444444,1.0,,0.75,4.07746499956662,,4.549329756612778
445,3,0.9444444444444444,1.0,,0.75,3.752076648214314,,4.005354398120572
446,3,0.9444444444444444,1.0,1.0,1.0,3.897093717002377,5.4082631923484605,4.11406994140867
447,3,0.9444444444444444,0.875,1.0,0.875,3.5600451394895565,5.3829986649796355,3.8103736542296778
448,3,0.9444444444444444,1.0,,1.0,3.8885166054703895,,4.079119271025322
449,3,0.9444444444444444,0.875,,1.0,3.689480949504247,,3.8678107517546025
450,3,0.9444444444444444,1.0,1.0,1.0,3.7891162343526386,6.132870194716397,3.9969787112281976
451,3,0.9444444444444444,1.0,,1.0,3.673343192984728,,4.112094200116051
452,3,0.9444444444444444,0.9166666666666666,0.875,0.9166666666666666,3.331580204671327,4.828225135974682,3.5131306373933167
453,3,0.9444444444444444,1.0,,0.875,3.7291840417117346,,3.921780301415538
454,3,0.9444444444444444,1.0,1.0,1.0,3.706633489761208,5.169943428302645,3.8034682561610365
455,3,0.9444444444444444,1.0,1.0,0.875,3.7405814522329828,5.438286247964735,3.903598262109961
456,3,0.9444444444444444,0.8333333333333334,1.0,0.9166666666666666,3.7812914247812226,5.888039575870449,3.8788281256715815
457,3,0.9444444444444444,0.75,1.0,0.75,3.6880363537189025,5.385695448826272,4.01762333282728
458,3,0.9444444444444444,1.0,0.9166666666666666,1.0,3.7947125389206544,5.291994816542798,3.921432465085064
459,3,0.9444444444444444,1.0,1.0,0.875,3.5942307067980344,5.149554088561645,3.883704348991592
460,3,0.9444444444444444,0.75,,1.0,3.912818489133265,,4.060375431845407
461,3,0.9444444444444444,1.0,1.0,0.9166666666666666,3.7948103742174784,5.702277135369205,4.068072245447593
462,3,0.9444444444444444,,1.0,,,5.5779615761062376,
463,3,0.9444444444444444,1.0,1.0,1.0,3.922273891912128,5.738306828220198,4.09649536275554
464,3,0.9444444444444444,0.8333333333333334,0.875,0.8333333333333334,3.639062856906996,5.343710767145796,4.030007065861345
465,3,0.9444444444444444,0.75,,1.0,3.7716453322013423,,4.102460631065481
466,3,0.9444444444444444,1.0,1.0,1.0,3.751832578667765,5.273223538147093,3.882775303622493
467,3,0.9444444444444444,0.625,0.875,0.75,3.5274673739778772,5.249243822856457,3.857682265873011
468,3,0.9444444444444444,1.0,0.75,1.0,3.7593791735682,5.339422795739917,4.0433898833324164
469,3,0.9444444444444444,0.75,0.75,1.0,3.8360320718494343,5.512072507796557,4.359230795108969
470,3,0.9444444444444444,0.75,,,3.826671859715162,,
471,3,0.9444444444444444,0.875,,0.8333333333333334,3.6883700158887534,,3.926732769584543
472,3,0.9444444444444444,1.0,1.0,1.0,3.821886353261996,5.624098568510779,3.9199310678719512
473,3,0.9444444444444444,0.5,0.625,0.625,3.7343889532441192,5.068901518234804,3.828534484452929
474,3,0.9444444444444444,1.0,,1.0,3.9570359671978372,,4.13010765842294
475,3,0.9444444444444444,1.0,0.875,1.0,3.8121432841077443,5.353303257196253,3.9143628269324324
476,3,0.9444444444444444,1.0,1.0,1.0,3.943516460804646,5.6896418225145595,3.9666190390021763
477,3,0.9444444444444444,1.0,1.0,1.0,3.606367228945149,5.273822258371159,3.520804102406389
478,3,0.9444444444444444,,,0.75,,,4.4335836446507555
479,3,0.9444444444444444,1.0,1.0,0.9166666666666666,3.611488369945589,5.245508107008413,3.6307037855801796
480,3,0.9444444444444444,,,1.0,,,4.475746006652788
481,3,0.9444444444444444,0.9166666666666666,1.0,1.0,3.517317048275627,5.393532964915746,3.7870973998637543
482,3,0.9444444444444444,1.0,,1.0,3.7129669057263817,,3.6980022679746063
483,3,0.9444444444444444,0.875,1.0,0.75,3.682389252339818,5.267276655474552,3.8171041488299693
484,3,0.9444444444444444,0.9166666666666666,1.0,0.8333333333333334,3.5846015844769448,5.717648782126407,3.8476384459845074
485,3,0.9444444444444444,0.75,1.0,0.75,3.504038272780591,4.801960030850362,3.4855297182999134
486,3,0.9444444444444444,,,0.75,,,4.365280886088645
487,3,0.9444444444444444,1.0,,1.0,3.8154841290422494,,3.9400981670864117
488,3,0.9444444444444444,0.75,0.75,0.625,3.6955672269729756,5.1594675540925,3.578530483746361
489,3,0.9444444444444444,0.75,1.0,0.875,3.8700508446269555,5.313529915863926,3.917764206924932
490,3,0.9444444444444444,1.0,,1.0,3.9403674214527764,,4.231401605158017
491,3,0.9444444444444444,,,,,,
492,3,0.9444444444444444,0.875,1.0,0.875,3.6730431908284467,5.2679902360344855,3.6193740817515487
493,3,0.9444444444444444,1.0,1.0,1.0,3.4495600947314675,5.078120685324834,3.5281822969973735
494,3,0.9444444444444444,0.5,1.0,,3.7579658230334707,5.650613575846675,
495,3,0.9444444444444444,0.875,1.0,0.625,3.5166612127720116,5.049002077063225,3.849466343587457
496,3,0.9444444444444444,1.0,0.9166666666666666,1.0,3.7431052471987636,5.045268018580534,3.7223257241251395
497,3,0.9444444444444444,1.0,,1.0,3.8871403888058285,,4.12748162714678
498,3,0.9444444444444444,1.0,0.75,1.0,3.553121879961154,5.063539309890668,3.8411909393169195
499,3,0.9444444444444444,0.75,,1.0,3.8503751178748304,,4.014216373197005
500,3,1.0555555555555556,0.9166666666666666,1.0,1.0,3.924092314061293,6.233577515094166,4.06053812145056
501,3,1.0555555555555556,1.0,0.9166666666666666,1.0,3.717022106800355,5.263476014312139,3.8748051981211624
502,3,1.0555555555555556,0.8333333333333334,0.875,0.9166666666666666,3.719428902005103,5.687666006084783,3.8833209077308894
503,3,1.0555555555555556,0.875,0.75,1.0,3.6466980079288134,5.192063949580739,3.7730454557679733
504,3,1.0555555555555556,1.0,,0.9166666666666666,3.7235887302653254,,4.004537894846475
505,3,1.0555555555555556,0.8333333333333334,1.0,0.875,3.530036952770155,5.4147560254470735,3.4766106577193256
506,3,1.0555555555555556,0.9166666666666666,0.75,0.9166666666666666,3.586600267407402,5.26718881115956,3.8388208027192996
507,3,1.0555555555555556,1.0,,1.0,4.030268964621594,,4.153619237919637
508,3,1.0555555555555556,0.5,0.875,0.75,3.6461814677609845,5.2693536050732135,3.6125494370271465
509,3,1.0555555555555556,0.875,1.0,0.875,3.6728477586020993,5.271443184195307,3.7159067624185544
510,3,1.0555555555555556,0.875,1.0,1.0,3.650057882689155,5.355087953938389,3.8203557324441935
511,3,1.0555555555555556,1.0,1.0,1.0,3.534787971680283,5.195609038721162,3.846583952767725
512,3,1.0555555555555556,0.75,0.875,0.625,3.6970340521273117,5.1311722096577075,4.011266253071933
513,3,1.0555555555555556,1.0,1.0,0.9166666666666666,3.5783405987490347,5.254881306883063,3.887781228364702
514,3,1.0555555555555556,1.0,,1.0,3.7817882728767582,,4.094704886416149
515,3,1.0555555555555556,0.75,,1.0,3.9621161490228243,,4.2596190973432035
516,3,1.0555555555555556,0.9166666666666666,1.0,0.875,3.7050766555722174,5.230831551771476,3.7878904077338182
517,3,1.0555555555555556,0.875,0.75,0.875,3.7686408501317996,5.732175833841914,3.939828568663403
518,3,1.0555555555555556,1.0,1.0,1.0,4.014883019368553,5.457902791046029,3.7696178284293493
519,3,1.0555555555555556,0.875,1.0,1.0,3.590859757855812,5.313345741850765,3.7208881845674266
520,3,1.0555555555555556,1.0,1.0,1.0,3.9027728485826323,5.865405323470779,4.299319912965196
521,3,1.0555555555555556,1.0,1.0,0.75,4.012177481787779,5.818925460244731,4.295251495312414
522,3,1.0555555555555556,1.0,1.0,1.0,3.8748126987610396,5.846508930110237,4.355274384282369
523,3,1.0555555555555556,0.75,0.75,1.0,3.6765749165307025,5.360789007654367,3.8209219868321664
524,3,1.0555555555555556,1.0,1.0,1.0,3.7711390769641695,5.58847988480754,3.82162563634369
525,3,1.0555555555555556,1.0,1.0,1.0,3.5887144655121026,5.004125334538342,4.031631244927879
526,3,1.0555555555555556,1.0,,1.0,3.6396745402011286,,4.017449515491512
527,3,1.0555555555555556,0.8333333333333334,0.875,0.875,3.6130033464781555,5.3107045056715645,3.633263784593651
528,3,1.0555555555555556,1.0,1.0,1.0,3.865420969901905,5.894493748288649,3.7360000313123587
529,3,1.0555555555555556,1.0,,1.0,3.653534286647778,,3.91675828849287
530,3,1.0555555555555556,1.0,1.0,1.0,3.877741599692963,5.752691883849125,3.9249991117593863
531,3,1.0555555555555556,0.875,1.0,1.0,3.429098713071835,4.638809650063153,3.507395644608592
532,3,1.0555555555555556,0.5,0.75,0.5,3.7366679063691457,5.34128391722607,3.890999085886949
533,3,1.0555555555555556,1.0,0.75,1.0,3.9367054084227884,5.850027217463348,4.211581362775611
534,3,1.0555555555555556,1.0,,1.0,3.6140014663006985,,3.8292648505147344
535,3,1.0555555555555556,0.875,1.0,0.625,3.9358754257167874,5.432910476123363,3.9863179690135575
536,3,1.0555555555555556,0.9166666666666666,0.75,0.9166666666666666,3.5024466558685954,4.673250509865014,3.511385676039287
537,3,1.0555555555555556,0.75,1.0,1.0,3.773649702515465,5.676542562957136,3.838218779465446
538,3,1.0555555555555556,1.0,1.0,1.0,3.880740977290367,5.270716774693327,4.054762679583171
539,3,1.0555555555555556,0.9166666666666666,0.9166666666666666,1.0,3.6469104130194183,5.470634357876204,3.8496964264934337
540,3,1.0555555555555556,1.0,1.0,1.0,3.5978385641976454,5.3162714565802,3.7793348173333943
541,3,1.0555555555555556,1.0,1.0,1.0,3.672784179451264,5.007848856776835,3.821667125244818
542,3,1.0555555555555556,1.0,1.0,1.0,4.126665300495805,5.649942536426002,4.131075094648386
543,3,1.0555555555555556,1.0,1.0,1.0,4.04201507225257,5.914123313934348,4.035841460489484
544,3,1.0555555555555556,1.0,0.75,0.9166666666666666,3.9935090356092946,5.564146370385558,4.210061196260813
545,3,1.0555555555555556,1.0,,0.75,3.7774260827438715,,3.934165691980337
546,3,1.0555555555555556,1.0,1.0,1.0,3.9169141699097842,5.440713914425312,4.088147536364738
547,3,1.0555555555555556,0.875,0.5,0.875,3.5732830781985285,5.4752899499418906,3.752468972584898
548,3,1.0555555555555556,0.875,,1.0,3.646182853957463,,4.0208295730347166
549,3,1.0555555555555556,0.875,1.0,1.0,3.6975500805998363,5.660813261556716,3.801697141948427
550,3,1.0555555555555556,1.0,1.0,1.0,3.800396321580794,6.19293384047443,3.913723240416935
551,3,1.0555555555555556,1.0,,1.0,3.6886783500799347,,4.024270063758962
552,3,1.0555555555555556,0.9166666666666666,1.0,0.9166666666666666,3.331580204671328,4.851420739453381,3.4582323304733236
553,3,1.0555555555555556,1.0,,0.875,3.749723770848979,,3.9168287404310034
554,3,1.0555555555555556,1.0,1.0,1.0,3.7192179615027454,5.350941748384125,3.8042351334168183
555,3,1.0555555555555556,1.0,0.75,0.875,3.7628477581277373,5.469179039750508,3.8509284537434953
556,3,1.0555555555555556,0.8333333333333334,1.0,0.9166666666666666,3.7812914247812217,5.488319180875382,3.8523922265285258
557,3,1.0555555555555556,0.75,1.0,0.75,3.7062930572411923,5.241204935440602,3.867691109480426
558,3,1.0555555555555556,1.0,0.9166666666666666,1.0,3.807255612322214,5.291994816542798,3.8910133160075793
559,3,1.0555555555555556,0.625,1.0,0.875,3.5344170169757994,5.17903500827192,3.8599260741451387
560,3,1.0555555555555556,0.75,,1.0,3.9363887088584466,,4.010196967541871
561,3,1.0555555555555556,1.0,1.0,0.9166666666666666,3.8056284196653847,5.749672840868324,4.038135925463604
562,3,1.0555555555555556,,1.0,,,5.605340160753348,
563,3,1.0555555555555556,1.0,1.0,1.0,3.8639661715597784,5.565316201712779,3.9716681055856924
564,3,1.0555555555555556,0.8333333333333334,1.0,0.9166666666666666,3.639062856906996,5.368380697240766,3.9849592468905644
565,3,1.0555555555555556,0.75,1.0,0.75,3.7922910537547914,5.221415651598469,4.018265999886211
566,3,1.0555555555555556,1.0,0.875,1.0,3.761394905250812,5.096685464385792,3.887288169252211
567,3,1.0555555555555556,0.625,0.9166666666666666,0.875,3.530179370972718,5.202504139990826,3.84263978448492
568,3,1.0555555555555556,0.875,0.5,1.0,3.71325414211217,5.163092127034668,3.983161098453038
569,3,1.0555555555555556,0.75,1.0,0.75,3.856981470151695,5.3376291131560905,4.340353586579917
570,3,1.0555555555555556,0.75,1.0,1.0,3.846283776751031,5.615691658791752,4.193161194551945
571,3,1.0555555555555556,0.875,0.875,0.9166666666666666,3.700482469010409,5.521177594545104,3.848871385110011
572,3,1.0555555555555556,1.0,1.0,1.0,3.8410068075043506,5.645510833087876,3.9101363801603854
573,3,1.0555555555555556,0.5,0.5,0.75,3.7427798048816143,5.373252740672461,3.8063662549731294
574,3,1.0555555555555556,1.0,1.0,1.0,3.9799496845414857,5.721906169414267,4.054861154953836
575,3,1.0555555555555556,1.0,0.875,1.0,3.8329845513479475,5.376415254976221,3.885856052032609
576,3,1.0555555555555556,1.0,1.0,1.0,3.9609424133297155,5.715078678229089,3.9387359886421556
577,3,1.0555555555555556,1.0,0.75,1.0,3.6119599200699124,5.399539962290348,3.538661291723738
578,3,1.0555555555555556,,0.75,0.75,,5.644778291866357,4.354909404069856
579,3,1.0555555555555556,1.0,1.0,0.9166666666666666,3.6114883699455866,5.144803261625431,3.6065739517200837
580,3,1.0555555555555556,1.0,0.875,1.0,3.914991469764174,5.6891701281870395,4.419305273667148
581,3,1.0555555555555556,0.9166666666666666,1.0,1.0,3.5173170482756255,5.315880961808577,3.690366024244701
582,3,1.0555555555555556,1.0,,1.0,3.730811166661656,,3.6851015925160744
583,3,1.0555555555555556,0.875,1.0,0.75,3.6947195906501484,5.516656270536256,3.765968910338251
584,3,1.0555555555555556,0.9166666666666666,1.0,0.8333333333333334,3.5846015844769448,5.620296279456938,3.7782401018423797
585,3,1.0555555555555556,0.75,1.0,0.75,3.5152608647025976,5.011666470015089,3.4094387997984517
586,3,1.0555555555555556,,,1.0,,,4.271717685392126
587,3,1.0555555555555556,1.0,,1.0,3.821503748409318,,3.9341479111187168
588,3,1.0555555555555556,0.625,0.5,0.625,3.569676025023127,5.442770815074853,3.549927708485016
589,3,1.0555555555555556,0.875,1.0,0.875,3.8814038124592494,5.315456866274567,3.8606483196922534
590,3,1.0555555555555556,1.0,1.0,1.0,3.9532245476787597,5.695940020185977,4.16671551130344
591,3,1.0555555555555556,,,0.5,,,4.23654974688708
592,3,1.0555555555555556,0.875,1.0,0.875,3.679915416527483,5.274369317136779,3.5849643976411496
593,3,1.0555555555555556,1.0,0.875,1.0,3.449560094731467,5.121401497120649,3.509615069939779
594,3,1.0555555555555556,0.75,1.0,,3.647393483742076,5.680268850687111,
595,3,1.0555555555555556,0.875,1.0,0.625,3.525116406448496,5.081787865800788,3.812892689722137
596,3,1.0555555555555556,1.0,0.9166666666666666,1.0,3.755638997413527,5.045268018580534,3.6624910393737107
597,3,1.0555555555555556,1.0,,1.0,3.9089683585798105,,3.9138613929132013
598,3,1.0555555555555556,1.0,0.75,1.0,3.5630447471344366,5.079103467845051,3.8123346221114223
599,3,1.0555555555555556,0.75,1.0,1.0,3.8680871730832953,5.578606581835766,3.968676982226555
600,3,1.1666666666666665,0.9166666666666666,0.875,0.9166666666666666,3.924092314061293,5.429129401471215,4.157105772947934
601,3,1.1666666666666665,1.0,0.9166666666666666,1.0,3.717022106800354,5.26347601431214,3.86196877442464
602,3,1.1666666666666665,0.8333333333333334,0.875,0.8333333333333334,3.7194289020051037,5.363586219779185,3.847121781166738
603,3,1.1666666666666665,0.875,0.875,0.8333333333333334,3.6563168136332678,4.919375227353741,4.073909404916804
604,3,1.1666666666666665,1.0,,1.0,3.5946798748683118,,3.9277163013000447
605,3,1.1666666666666665,0.8333333333333334,1.0,0.8333333333333334,3.530036952770155,5.420377013151606,3.595970272226962
606,3,1.1666666666666665,0.9166666666666666,1.0,0.9166666666666666,3.586600267407402,5.315170061355879,3.7862832914788207
607,3,1.1666666666666665,1.0,1.0,1.0,4.0516265506936895,6.252086557236042,4.126356945577504
608,3,1.1666666666666665,0.6666666666666666,1.0,0.6666666666666666,3.6045345270526905,5.321579885479724,3.5853554976630746
609,3,1.1666666666666665,0.875,1.0,0.875,3.6826849770196475,5.35913485371468,3.6613076522181656
610,3,1.1666666666666665,0.875,1.0,1.0,3.6594417433547024,5.390677080384742,3.8025486556038413
611,3,1.1666666666666665,1.0,1.0,1.0,3.5430479071978387,5.230096850569327,3.7953515801969813
612,3,1.1666666666666665,0.75,0.875,0.625,3.7167052094232105,5.382569938438943,3.9401434382285956
613,3,1.1666666666666665,1.0,1.0,1.0,3.5887418313962742,5.292576029784568,3.824965084653171
614,3,1.1666666666666665,1.0,,1.0,3.7899477499005267,,4.075471728654601
615,3,1.1666666666666665,0.75,1.0,1.0,3.9852073202822567,5.371787864329631,4.232416058206312
616,3,1.1666666666666665,0.9166666666666666,0.8333333333333334,0.875,3.705076655572237,5.234724564305541,3.747109556576059
617,3,1.1666666666666665,0.875,0.75,0.875,3.7756212567349428,5.741613075226594,3.9454434444546127
618,3,1.1666666666666665,1.0,1.0,1.0,4.027952439720075,5.562078573771247,3.9129028558181767
619,3,1.1666666666666665,0.875,1.0,1.0,3.601908433996015,4.865212238880929,3.709355832334537
620,3,1.1666666666666665,1.0,1.0,1.0,3.9222870304669737,5.895596959786138,4.239266483700175
621,3,1.1666666666666665,1.0,1.0,0.75,4.032102437495649,5.850158593898353,4.241731033987716
622,3,1.1666666666666665,0.875,1.0,1.0,3.776536106237592,5.858043067614929,4.320013635963671
623,3,1.1666666666666665,1.0,1.0,1.0,3.696941627473112,5.501003931234888,3.8110251519095053
624,3,1.1666666666666665,1.0,1.0,1.0,3.7711390769641686,5.528226593893875,3.795957878741243
625,3,1.1666666666666665,1.0,1.0,1.0,3.5887144655121026,5.022073949271636,3.990170495783455
626,3,1.1666666666666665,1.0,,1.0,3.660477234737023,,3.8333346434030036
627,3,1.1666666666666665,0.8333333333333334,0.875,0.875,3.6130033464781555,5.327485865660639,3.6260904385159596
628,3,1.1666666666666665,1.0,0.875,1.0,3.8723472174868836,5.543936183266252,3.6914826545330692
629,3,1.1666666666666665,1.0,,1.0,3.664694344149942,,3.8558270048043792
630,3,1.1666666666666665,1.0,0.875,1.0,3.7411431910373873,5.666942890260371,3.917677595675543
631,3,1.1666666666666665,0.875,1.0,1.0,3.4396663473163143,4.656007154595872,3.4903321312653155
632,3,1.1666666666666665,0.5,0.75,0.5,3.755898793175751,5.366750082264465,3.8724922532493578
633,3,1.1666666666666665,1.0,0.75,1.0,3.8691370588620355,5.882119346523628,4.144374930150824
634,3,1.1666666666666665,1.0,,1.0,3.6202822087894324,,3.798349292455258
635,3,1.1666666666666665,0.875,1.0,0.8333333333333334,3.9454239476641346,6.042540352658799,3.9447497115663253
636,3,1.1666666666666665,0.9166666666666666,0.625,0.9166666666666666,3.5024466558685954,4.891265292131955,3.4671345888815783
637,3,1.1666666666666665,0.75,0.75,1.0,3.7939711672644814,5.127233867540977,4.102284226842807
638,3,1.1666666666666665,1.0,1.0,1.0,3.8981743327430483,5.293854797360202,4.041325272524347
639,3,1.1666666666666665,0.9166666666666666,0.9166666666666666,1.0,3.6469104130194174,5.470634357876204,3.790915267458995
640,3,1.1666666666666665,1.0,1.0,1.0,3.6100248132005763,5.424360021377422,3.726825976761371
641,3,1.1666666666666665,1.0,1.0,1.0,3.672784179451264,5.029761376679222,3.803644257023981
642,3,1.1666666666666665,1.0,1.0,1.0,4.1469736146576635,5.661528958142254,4.0917457569028555
643,3,1.1666666666666665,1.0,1.0,1.0,4.0522690549415135,5.928613701234985,4.024211754356779
644,3,1.1666666666666665,1.0,0.75,0.9166666666666666,3.8835124000337644,5.603163293720488,4.162031740665063
645,3,1.1666666666666665,0.875,,0.75,3.647603667854118,,3.8708990079502277
646,3,1.1666666666666665,1.0,1.0,1.0,3.936908298392016,5.584817427131345,4.086214214150903
647,3,1.1666666666666665,0.9166666666666666,0.5,0.875,3.461184128305644,5.526465249572389,3.716221323605258
648,3,1.1666666666666665,0.875,1.0,1.0,3.653376513429804,5.406283949870307,3.9402980130361893
649,3,1.1666666666666665,0.875,1.0,1.0,3.705640919907234,5.447977338592752,3.7358917718670197
650,3,1.1666666666666665,1.0,1.0,1.0,3.811652994451072,5.737822412489789,3.930558622590986
651,3,1.1666666666666665,1.0,1.0,1.0,3.704207073487214,4.937659577210453,4.165791780785051
652,3,1.1666666666666665,0.9166666666666666,1.0,0.9166666666666666,3.3315802046713276,4.876747569638145,3.43618574442537
