,Signal_Fac,coverage_naive,coverage_split50,coverage_split67,coverage_split33,coverage_posi50,coverage_posi67,coverage_posi33,length_naive,length_split50,length_split67,length_split33,length_posi50,length_posi67,length_posi33,nnz_naive,nnz_split50,nnz_split67,nnz_split33,nnz_posi50,nnz_posi67,nnz_posi33,tp_naive,tp_split50,tp_split67,tp_split33,tp_posi50,tp_posi67,tp_posi33,tn_naive,tn_split50,tn_split67,tn_split33,tn_posi50,tn_posi67,tn_posi33,fp_naive,fp_split50,fp_split67,fp_split33,fp_posi50,fp_posi67,fp_posi33,fn_naive,fn_split50,fn_split67,fn_split33,fn_posi50,fn_posi67,fn_posi33,posttp_naive,posttp_split50,posttp_split67,posttp_split33,posttp_posi50,posttp_posi67,posttp_posi33,posttn_naive,posttn_split50,posttn_split67,posttn_split33,posttn_posi50,posttn_posi67,posttn_posi33,postfp_naive,postfp_split50,postfp_split67,postfp_split33,postfp_posi50,postfp_posi67,postfp_posi33,postfn_naive,postfn_split50,postfn_split67,postfn_split33,postfn_posi50,postfn_posi67,postfn_posi33,msetarget_naive,msetarget_split50,msetarget_split67,msetarget_split33,msetarget_posi50,msetarget_posi67,msetarget_posi33,msetruth_naive,msetruth_split50,msetruth_split67,msetruth_split33,msetruth_posi50,msetruth_posi67,msetruth_posi33,runtime_naive,runtime_split50,runtime_split67,runtime_split33,runtime_posi50,runtime_posi67,runtime_posi33,postcoverage_naive,postcoverage_split50,postcoverage_split67,postcoverage_split33,postcoverage_posi50,postcoverage_posi67,postcoverage_posi33,cseed
69,0.2,0.9090909090909091,0.92,1.0,0.9814814814814815,0.8333333333333334,0.9230769230769231,0.8732394366197183,10.242180132668052,15.802317719516422,19.27894231572676,13.505850533043484,15.387451596558002,18.53777082296541,12.36927335801514,11,50,31,54,36,26,71,7,7,4,7,7,7,5,89,50,66,46,64,74,27,4,43,27,47,29,19,66,3,3,6,3,3,3,5,1,2,2,3,1,2,1,92,89,93,91,87,91,86,1,4,0,2,6,2,7,9,8,8,7,9,8,9,11.89874558105866,18.801552530349934,24.26017532704734,11.803732303042723,28.69055508433118,23.0640978128074,17.076870963995134,1.728110600210177,9.584523585537546,8.256084890950493,6.653164268452691,10.81094183746552,6.601899624349924,12.647923160393264,0.22763262502849102,0.3713201410137117,0.38757978309877217,0.3333006950560957,477.9840792850591,375.2039984378498,481.7158427571412,0.0970873786407767,0.44660194174757284,0.30097087378640774,0.5048543689320388,0.2912621359223301,0.23300970873786409,0.6019417475728155,2055
70,0.2,0.25,0.926829268292683,0.8333333333333334,0.875,0.8809523809523809,0.7741935483870968,0.7647058823529411,10.1768566634708,15.541809987525026,18.289255264336585,13.115562144805722,15.34025199024429,18.77228822698341,13.203809997570552,4,41,12,40,42,31,51,0,0,0,4,4,4,7,89,52,81,57,55,66,49,4,41,12,36,38,27,44,10,10,10,6,6,6,3,0,0,0,0,0,2,0,90,91,91,90,88,88,81,3,2,2,3,5,5,12,10,10,10,10,10,8,10,30.75692350956744,21.375467656568382,38.514051453952185,16.904542306106702,20.505236792130827,43.278056294798425,22.010413557255195,2.6765581386888146,9.988940826591621,6.323329254833333,8.355174125640891,9.785544933806316,14.556066217407976,11.678260650193616,0.4161540260538459,0.8670111678075045,0.5633986359462142,0.6374845770187676,1131.2330159980338,224.74324503005482,902.6755488249473,0.009708737864077669,0.3786407766990291,0.0970873786407767,0.33980582524271846,0.3592233009708738,0.23300970873786409,0.3786407766990291,2056
71,0.2,0.7857142857142857,0.9354838709677419,0.9459459459459459,0.9347826086956522,0.9210526315789473,0.9714285714285714,0.863013698630137,10.359591018610763,15.217441136590047,19.92976232619778,13.16364701469647,15.39842442564164,19.41892752468,12.839850854771683,14,31,37,46,38,35,73,4,4,8,5,1,1,5,83,66,64,52,56,59,25,10,27,29,41,37,34,68,6,6,2,5,9,9,5,4,0,3,0,0,0,1,89,92,91,90,90,92,82,4,1,2,3,3,1,11,6,10,7,10,10,10,9,18.834947977952908,21.423676918695158,29.17524340491378,12.14132354323523,21.208944853678727,28.348118209075714,16.38581197306994,3.619507006651426,7.623565029842738,11.023695847369941,6.676922001149027,9.326441409509787,10.744431006418102,12.605614822513477,0.9463389390148222,1.8928477589506656,4.3986714638303965,9.02590130805038,10589.706072721863,8909.939070869936,39407.47333272081,0.0970873786407767,0.2912621359223301,0.33980582524271846,0.4174757281553398,0.33980582524271846,0.3300970873786408,0.6019417475728155,2057
72,0.2,0.75,0.7692307692307693,0.9545454545454546,0.8571428571428571,0.8571428571428571,0.9,0.927536231884058,10.20124737161408,14.939183232747492,18.594102649434078,13.550437290954298,15.517936487326288,18.35728958907857,12.754875859821958,8,26,22,56,35,30,69,4,10,10,7,4,7,7,89,77,81,44,62,70,31,4,16,12,49,31,23,62,6,0,0,3,6,3,3,2,1,1,2,0,0,1,92,88,93,86,88,90,89,1,5,0,7,5,3,4,8,9,9,8,10,10,9,14.134779390557044,27.45915713688157,24.464483495818815,16.27114812348756,20.856857546803727,26.44936060197173,13.361461541981875,2.0364280363548306,6.931437723873016,5.225423659301105,9.41416351666155,7.915240076533955,7.793373873716362,9.459193745371156,0.12056774902157485,0.2550176640506834,0.19397985702380538,0.5307271238416433,4671.064231692115,4640.889906822937,13907.419321257155,0.06796116504854369,0.1941747572815534,0.20388349514563106,0.4563106796116505,0.2912621359223301,0.2621359223300971,0.6310679611650486,2058
73,0.2,1.0,0.9333333333333333,0.95,0.9411764705882353,0.9354838709677419,0.7727272727272727,0.9180327868852459,10.116158992177887,15.189207278148661,18.452841302067892,13.464078188496288,15.374300572821856,19.471684540505546,12.752036704149477,8,30,20,51,31,22,61,8,10,8,10,8,10,8,93,73,81,52,70,81,40,0,20,12,41,23,12,53,2,0,2,0,2,0,2,4,1,2,3,3,2,3,93,92,92,91,91,90,89,0,1,1,2,2,3,4,6,9,8,7,7,8,7,7.0161326518290394,17.412151722391926,19.59690045956866,13.597598768099548,19.801497474806286,43.458360121418536,14.65267273708586,0.9401806204851861,5.071500501667551,4.28902819967348,6.732791623039583,6.437188979801987,9.282368181273862,8.985444303957284,0.497753192903474,0.6468402610626072,0.582628226140514,0.662333165993914,550.8391762620304,626.259373042034,969.3033977120649,0.06796116504854369,0.27184466019417475,0.17475728155339806,0.46601941747572817,0.2815533980582524,0.1650485436893204,0.5533980582524272,2059
74,0.2,0.8181818181818182,0.8387096774193549,0.9230769230769231,0.9512195121951219,0.9259259259259259,0.9259259259259259,0.8181818181818182,10.137369110158547,15.245991568201527,19.279387808665668,13.150910285518911,14.784111105527428,19.394747047737383,12.388055704963033,11,31,26,41,54,27,66,7,8,10,7,4,7,10,89,70,77,59,43,73,37,4,23,16,34,50,20,56,3,2,0,3,6,3,0,1,2,1,2,0,1,3,92,89,91,91,89,92,81,1,4,2,2,4,1,12,9,8,9,8,10,9,7,9.634874798855384,29.282700365704358,21.95643336108154,13.274617310574705,17.261881835451604,24.544011327885755,20.227745689234183,1.4320607742421523,9.02267598709443,5.5424006542535915,5.525855526166166,10.17361750536035,6.757686122216923,12.961468111548122,0.399710759986192,0.33993018697947264,0.3063040899578482,0.3652800228446722,700.6624363209121,336.0034214479383,567.1895622820593,0.0970873786407767,0.24271844660194175,0.23300970873786409,0.3786407766990291,0.4854368932038835,0.2524271844660194,0.5242718446601942,2060
75,0.2,0.875,0.8484848484848485,0.8,0.819672131147541,0.9245283018867925,1.0,0.8311688311688312,10.185172338054565,15.39735416428725,19.301307398444138,13.576611907678615,14.88384916719416,19.911638429289717,12.291254765810136,8,33,30,61,53,24,77,4,4,7,10,8,4,1,89,64,70,42,48,73,17,4,29,23,51,45,20,76,6,6,3,0,2,6,9,3,1,1,2,2,1,0,92,88,90,82,90,93,79,1,5,3,11,3,0,14,7,9,9,8,8,9,10,11.554134696735682,33.6246403525762,50.925239711325155,21.050564591195666,17.797820102657656,22.59683433955567,15.785083721620794,1.9264109909920337,12.451176380446844,15.897585944908654,12.466839223911997,9.340710047347848,6.213517615986232,13.360239151696454,0.20095744915306568,0.3472313389647752,0.32197819696739316,0.5292873431462795,8742.151854838012,3309.9730938209686,10848.053473417182,0.06796116504854369,0.27184466019417475,0.23300970873786409,0.4854368932038835,0.47572815533980584,0.23300970873786409,0.6116504854368932,2061
76,0.2,0.75,1.0,0.7333333333333333,0.9545454545454546,0.875,0.75,0.875,10.247096505293321,15.125663037840681,17.78896114058568,13.194307700876333,14.994698052760317,18.777878355189873,12.448612870088263,12,32,15,44,40,24,72,8,8,8,10,10,8,10,89,69,86,59,63,77,31,4,24,7,34,30,16,62,2,2,2,0,0,2,0,4,4,3,3,3,2,5,91,93,93,91,90,89,86,2,0,0,2,3,4,7,6,6,7,7,7,8,5,17.91534144049964,18.648205419087226,56.731387098657144,12.40611640735344,21.649662477461135,56.16383889473659,12.286205195886199,2.494429974674977,5.946731719965022,9.0615505715009,5.29970021285001,8.407635913577137,13.377470253866242,8.588415282561224,0.320035349810496,0.38078272086568177,0.4099626229144633,0.3375216140411794,531.1736361740623,595.8505554688163,428.86310638301075,0.08737864077669903,0.3106796116504854,0.10679611650485436,0.4077669902912621,0.33980582524271846,0.18446601941747573,0.6116504854368932,2062
77,0.2,0.8181818181818182,0.972972972972973,0.8928571428571429,0.9090909090909091,0.9512195121951219,0.8947368421052632,0.9054054054054054,10.200444429230606,15.321143096171038,19.126037563868255,13.183599552712622,14.810731564377415,19.91753973254787,12.577667680856583,11,37,28,44,41,19,74,7,4,8,7,10,7,10,89,60,73,56,62,81,29,4,33,20,37,31,12,64,3,6,2,3,0,3,0,5,1,2,2,2,4,5,91,93,90,88,91,92,87,2,0,3,5,2,1,6,5,9,8,8,8,6,5,12.406680383489425,13.798762047400768,39.249498520469054,13.769736705233521,15.242147073017003,40.074115885408,16.374067944182038,1.9554732055150597,5.863272041309199,11.243732512917523,6.622642858154137,6.067262427123271,8.210489049482824,11.763893474460879,0.6639047199860215,0.691253136144951,0.49951405404135585,0.6072371061891317,1535.1681050311308,485.85091758402996,528.8566016738769,0.07766990291262135,0.34951456310679613,0.23300970873786409,0.3786407766990291,0.3786407766990291,0.1650485436893204,0.6504854368932039,2063
78,0.2,0.5833333333333334,0.8181818181818182,0.8,0.9230769230769231,0.8611111111111112,0.9166666666666666,0.8133333333333334,10.188650266880119,15.107153716222632,18.707209583788348,13.00571773273306,15.119176460898002,18.92568043832175,12.060581739986544,12,22,25,39,36,24,75,4,0,4,7,4,4,4,85,71,72,61,61,73,22,8,22,21,32,32,20,71,6,10,6,3,6,6,6,2,0,2,1,0,0,1,88,90,89,90,89,91,76,5,3,4,3,4,2,17,8,10,8,9,10,10,9,24.743400320149874,27.55260799659297,44.95551848385987,13.979513249781094,20.488878620836065,35.72280673149655,18.24444848956116,4.097895106219228,8.774124895080917,12.412468002263065,6.125140851384196,8.324904421468519,8.853943522716461,14.259789786465028,0.24916727212257683,0.3429795461706817,0.5851963590830564,0.6046132070478052,7380.680444146972,2745.2995667520445,12231.170711555984,0.06796116504854369,0.18446601941747573,0.1941747572815534,0.33980582524271846,0.30097087378640774,0.21359223300970873,0.5631067961165048,2064
79,0.2,0.8,1.0,1.0,0.8888888888888888,0.9130434782608695,0.9,0.9090909090909091,10.219504682158682,15.245081489960311,18.35044893707113,13.198369667049754,15.060572023619596,18.800478811437078,12.406380797228755,10,35,21,45,46,30,77,7,7,7,7,7,7,7,90,65,79,55,54,70,23,3,28,14,38,39,23,70,3,3,3,3,3,3,3,4,3,1,2,3,2,4,92,93,92,89,90,90,87,1,0,1,4,3,3,6,6,7,9,8,7,8,6,18.313034173630196,15.38607474220659,25.550180130378678,18.5181718646783,19.639471864142077,28.59737649880531,15.519701627334115,2.228982095532039,5.948847040040142,6.123440883567299,8.34500510219712,9.382972142586395,8.624755963476188,12.153543785103476,0.36942309490405023,0.3512642290443182,0.31777598802000284,0.3579108689446002,647.6439933129586,475.4644244799856,730.6879224388395,0.07766990291262135,0.33980582524271846,0.1941747572815534,0.3883495145631068,0.4077669902912621,0.2621359223300971,0.6796116504854369,2065
80,0.2,0.625,1.0,0.9565217391304348,0.9591836734693877,0.9210526315789473,0.8888888888888888,0.94,10.117314121404355,15.2339315505992,18.786238339447237,13.33134640921259,15.620442000792295,19.65513516128343,12.861595551260214,8,37,23,49,38,27,50,4,4,8,4,8,4,0,89,60,78,48,63,70,43,4,33,15,45,30,23,50,6,6,2,6,2,6,10,2,1,0,0,2,1,0,91,93,92,90,89,92,91,2,0,1,3,4,1,2,8,9,10,10,8,9,10,19.366992341639993,10.639954653642347,21.52265777093994,12.071165877383663,27.11524402598331,36.824289822358715,14.12178093935818,2.6611068830871774,5.26626767871771,5.288371690853897,7.264709448713258,10.535817273777898,10.489033510624688,8.776480522007498,0.3050385811366141,0.37871698290109634,0.3956572520546615,0.35999619611538947,562.613714494044,443.5696011169348,514.7969376971014,0.04854368932038835,0.3592233009708738,0.21359223300970873,0.44660194174757284,0.3300970873786408,0.23300970873786409,0.46601941747572817,2066
81,0.2,0.7368421052631579,0.92,0.95,0.8833333333333333,0.9318181818181818,1.0,0.8765432098765432,10.361678921908757,14.893523262705692,19.7005218031445,13.624614999984175,14.76645426929374,19.466560461185594,12.450730631693903,19,25,40,60,44,32,81,7,0,10,10,4,4,7,81,68,63,43,53,65,19,12,25,30,50,40,28,74,3,10,0,0,6,6,3,2,0,1,1,2,1,1,90,90,91,87,91,93,84,3,3,2,6,2,0,9,8,10,9,9,8,9,9,15.86333640952188,19.899171950931485,29.1324402758912,18.874075770924595,21.074175131178873,19.083989384890415,16.486219745345107,3.5151720508374633,7.077177971470244,11.313569039181044,10.994607245198791,10.385401447311281,7.259857200255077,13.374215282101302,0.7198606729507446,0.6642044638283551,0.13663424202241004,0.1423224399331957,1357.0641268379986,413.3752704109065,667.5870222768281,0.14563106796116504,0.21359223300970873,0.36893203883495146,0.5145631067961165,0.39805825242718446,0.3106796116504854,0.6990291262135923,2067
82,0.2,0.75,0.8571428571428571,0.9473684210526315,0.8541666666666666,0.875,0.9130434782608695,0.7619047619047619,10.243427838005884,15.16721510624623,19.4366743760194,13.424314002455285,14.888805708476696,19.38156276822857,12.497342060864188,16,35,38,48,56,23,63,4,7,7,7,5,4,7,81,65,62,52,42,74,37,12,28,31,41,51,19,56,6,3,3,3,5,6,3,3,2,1,3,3,0,3,89,88,91,87,86,91,78,4,5,2,6,7,2,15,7,8,9,7,7,10,7,17.037341653599405,22.169893861620174,43.65335667918155,19.516150053085862,21.579229563120123,25.2387333412092,24.571445156757655,3.62434228322927,7.782294302183908,16.208274518539273,9.541183007120313,12.371867252809269,6.799477878407198,15.250154634591398,0.4046777240000665,0.8124354279134423,0.7715813319664448,0.8811763408593833,7836.312823520973,1990.562674551038,7764.999326511985,0.11650485436893204,0.2912621359223301,0.34951456310679613,0.39805825242718446,0.47572815533980584,0.20388349514563106,0.4563106796116505,2068
83,0.2,0.7333333333333333,0.9117647058823529,0.9393939393939394,0.9318181818181818,0.8947368421052632,0.7777777777777778,0.8947368421052632,10.271128277233506,15.30340693686794,18.977019164442577,13.240059851429908,15.33210975385176,19.222432506367735,12.704510915175485,15,34,33,44,57,36,57,7,7,4,7,10,7,10,85,66,64,56,46,64,46,8,27,29,37,47,29,47,3,3,6,3,0,3,0,6,1,1,5,3,3,3,90,91,90,90,88,88,88,3,2,3,3,5,5,5,4,9,9,5,7,7,7,19.95635675701532,16.515172978949217,30.537731901427463,12.308174147450854,20.99096418622806,50.279252391450925,14.151158078855687,3.2678293418410047,5.599668371537542,10.903379938855034,5.680773487060434,11.616358821504848,17.802154086441885,7.831223402861879,0.48961994401179254,0.5999147370457649,0.5289591699838638,0.6085784239694476,12229.173153185053,5169.897879583063,7464.71435957402,0.10679611650485436,0.30097087378640774,0.2912621359223301,0.39805825242718446,0.49514563106796117,0.27184466019417475,0.49514563106796117,2069
84,0.2,,0.9459459459459459,1.0,0.96,0.8518518518518519,0.8181818181818182,0.8260869565217391,,15.558563709078607,18.52549421513105,13.45370349888558,15.575900840259068,19.308245134564036,12.771853635566517,0,37,23,50,27,22,69,0,4,4,10,4,4,1,93,60,74,53,70,75,25,0,33,19,40,23,18,68,10,6,6,0,6,6,9,0,0,0,1,0,0,0,93,90,93,92,90,89,83,0,3,0,1,3,4,10,10,10,10,9,10,10,10,,17.930643850755246,20.753941527331907,10.468437291579463,25.315418322785835,39.89928320623548,17.53338510371323,1.6199052774394844,6.822269515472311,5.290834447249678,5.081765675524013,7.4116677227251095,9.375381265928677,12.427345903085632,0.27808157121762633,0.4676314911339432,0.32161475205793977,0.6633176719769835,2336.846545150038,3858.833794999169,11669.3852439099,0.9029126213592233,0.3300970873786408,0.22330097087378642,0.46601941747572817,0.23300970873786409,0.17475728155339806,0.5728155339805825,2070
85,0.2,0.7272727272727273,0.95,0.9473684210526315,0.8695652173913043,0.925,1.0,0.8571428571428571,10.205110522685311,14.873480263557752,18.638772712947183,13.343137636128093,14.656904314885441,19.23249064516135,12.572078089096879,11,20,19,46,40,16,63,7,4,4,7,10,4,7,89,77,78,54,63,81,37,4,16,15,39,30,12,56,3,6,6,3,0,6,3,3,1,3,2,2,0,3,92,92,92,87,90,93,81,1,1,1,6,3,0,12,7,9,7,8,8,10,7,18.633012901705015,19.644320777522427,37.567498615103005,14.624225065984783,15.602809684315492,30.027116619662102,20.953468438806155,2.6535280963054118,4.412503399897679,7.781736190790785,7.248946471551621,6.059343566724461,5.664578275740454,13.582118045996843,0.35188707313500345,2.043138227891177,1.5393875718582422,12.938767374958843,23537.66301573906,1678.531161432853,39477.997890438884,0.07766990291262135,0.18446601941747573,0.17475728155339806,0.3786407766990291,0.3592233009708738,0.1553398058252427,0.4854368932038835,2071
86,0.2,0.8181818181818182,0.8888888888888888,0.9333333333333333,0.9,0.9285714285714286,0.8636363636363636,0.855072463768116,10.232315071453971,15.404027336687237,18.105611845908765,13.378768899838713,15.33140869796754,18.870012120504114,12.792460172507484,11,36,15,50,42,22,69,7,10,7,10,4,10,10,89,67,85,53,55,81,34,4,26,8,40,38,12,59,3,0,3,0,6,0,0,5,2,2,5,1,2,2,92,89,93,89,90,93,85,1,4,0,4,3,0,8,5,8,8,5,9,8,8,14.207065156765577,19.85752907512132,19.252519314694133,17.178227971767587,16.554237699848798,39.63219917025498,18.297954064315576,2.2714700632340725,6.940495599071529,3.854868913259811,8.33894561736291,8.03483359027503,8.465129919860283,12.25785272269684,0.510603911941871,5.7824495867826045,1.3231581069994718,8.458700228016824,20607.36157350894,5163.013102390803,44721.58965132502,0.07766990291262135,0.3106796116504854,0.13592233009708737,0.4368932038834951,0.3786407766990291,0.18446601941747573,0.5728155339805825,2072
87,0.2,0.6842105263157895,0.9032258064516129,0.7894736842105263,0.8148148148148148,0.8125,0.8518518518518519,0.8615384615384616,10.304738288212029,15.175835929206805,18.498871783740896,12.926809396627482,15.867829455445877,19.083869444177754,12.48790290867759,19,31,19,27,32,27,65,8,8,8,8,8,8,7,82,70,82,74,69,74,35,11,23,11,19,24,19,58,2,2,2,2,2,2,3,4,1,2,4,1,2,1,87,90,89,89,88,89,84,6,3,4,4,5,4,9,6,9,8,6,9,8,9,23.53295712251156,23.42484204644487,41.98585286140221,28.596166242602532,28.250606699330408,47.43709590200278,18.819301965880893,4.878508628067121,7.8517588757393115,8.642273986887691,8.293264641321118,9.13923696023757,13.05674324460896,12.38197215032152,1.351410121889785,3.38383404398337,1.9895526741165668,3.9586840169504285,12253.811304781819,6600.462702021003,48174.345264791045,0.11650485436893204,0.2621359223300971,0.13592233009708737,0.21359223300970873,0.24271844660194175,0.21359223300970873,0.5436893203883495,2073
88,0.2,0.8181818181818182,0.9393939393939394,0.9130434782608695,0.9591836734693877,0.7647058823529411,0.8275862068965517,0.8805970149253731,10.313104365657585,15.34789394098035,18.633826780909065,13.446778576534607,15.16210407819512,18.78076065733454,12.598129955370156,11,33,23,49,34,29,67,7,10,7,7,8,7,7,89,70,77,51,67,71,33,4,23,16,42,26,22,60,3,0,3,3,2,3,3,2,1,1,1,3,1,1,91,91,92,90,88,88,88,2,2,1,3,5,5,5,8,9,9,9,7,9,9,16.444985214684205,23.975241712823596,26.809762411585393,14.093652409989305,27.107743434989555,40.281683618531396,17.399143937233827,2.3340550225503023,7.681388121584262,6.426157740509046,7.482629323196916,9.685926669941882,11.950865377939673,11.588704644256824,0.06741158803924918,1.8021001699380577,0.734897238900885,2.204527575057,19445.37221439602,15940.064770126948,67862.31413288182,0.08737864077669903,0.30097087378640774,0.20388349514563106,0.44660194174757284,0.2524271844660194,0.22330097087378642,0.6019417475728155,2074
89,0.2,0.7727272727272727,0.8947368421052632,0.8928571428571429,0.9487179487179487,0.8867924528301887,0.8461538461538461,0.8717948717948718,10.392182027414318,16.200508054890733,19.21921461635287,13.189255247468296,15.186007863528388,19.253821450731603,12.418273762076046,22,57,28,39,53,26,78,10,10,10,10,10,10,10,81,46,75,64,50,77,25,12,47,18,29,43,16,68,0,0,0,0,0,0,0,5,2,5,6,4,5,3,90,88,93,92,88,91,86,3,5,0,1,5,2,7,5,8,5,4,6,5,7,14.685421889963918,20.819728589250406,44.09446053000988,15.456673896993335,22.18414917879738,47.29498159820543,16.133803648013732,3.136692054167051,11.521597374633718,11.986843639225986,5.852527009541165,11.415144723070496,11.938539044207195,12.217831888787094,0.3391469419002533,0.3854617550969124,0.3659395189024508,0.3417683229781687,692.334053053055,434.93093307106756,500.0180575978011,0.1650485436893204,0.49514563106796117,0.24271844660194175,0.3592233009708738,0.4563106796116505,0.21359223300970873,0.6601941747572816,2075
90,0.2,0.8333333333333334,0.9666666666666667,0.9130434782608695,0.9047619047619048,0.9090909090909091,0.8888888888888888,0.8461538461538461,10.173517334040328,15.087888805334702,18.79296837113982,13.697636482720206,15.329670546831977,18.992072591714372,12.745201860314419,12,30,23,63,33,27,65,8,7,4,10,8,7,8,89,70,74,40,68,73,36,4,23,19,53,25,20,57,2,3,6,0,2,3,2,1,0,2,2,2,0,5,92,93,93,89,91,91,86,1,0,0,4,2,2,7,9,10,8,8,8,10,5,13.290328411175523,17.648629624914104,33.326568288723955,15.710029353674564,20.008610986826884,32.49753544705683,17.964249447213543,1.8083189037584344,5.637517825714279,8.557742385301163,9.609047080402888,6.823060660468974,8.834392740062485,11.682155286274654,0.6958879218436778,0.5455458997748792,0.11780952592380345,0.14545037900097668,513.803823224036,415.5342260489706,269.5973453540355,0.0970873786407767,0.2912621359223301,0.21359223300970873,0.5533980582524272,0.2912621359223301,0.23300970873786409,0.5436893203883495,2076
91,0.2,0.7777777777777778,0.8541666666666666,0.9333333333333333,0.9387755102040817,0.8125,0.9375,0.8484848484848485,10.314497371401103,15.715264353210523,18.15878575569884,13.354210282961338,14.534135085500013,18.03168172361477,13.293246335282756,18,48,15,49,48,32,66,10,10,8,10,10,10,8,85,55,86,54,55,71,35,8,38,7,39,38,22,58,0,0,2,0,0,0,2,3,3,0,4,3,2,3,90,89,92,92,87,91,84,3,4,1,1,6,2,9,7,7,10,6,7,8,7,13.263499001632871,26.97410282784148,27.43230981539665,14.098666602332566,28.394324083392736,25.33382551473237,18.395502098105908,2.3178930294115694,12.570455686761083,4.4229663014180005,6.707132655478601,13.232306368959721,7.870703072538214,12.050213804126734,1.212801728863269,5.254172441083938,1.8144868509843946,10.507293031085283,28017.72518980899,14427.150329970988,30706.316414502915,0.13592233009708737,0.39805825242718446,0.13592233009708737,0.44660194174757284,0.3786407766990291,0.2912621359223301,0.5339805825242718,2077
92,0.2,0.625,0.9591836734693877,0.8333333333333334,0.9183673469387755,0.9642857142857143,0.9354838709677419,0.875,10.224964823187355,15.873790283914156,17.790165297927615,13.3188911550263,15.208196897251897,18.911517151141286,13.09678184509354,8,49,12,49,28,31,56,1,1,1,8,0,1,4,86,45,82,52,65,63,41,7,48,11,41,28,30,52,9,9,9,2,10,9,6,0,0,0,1,0,0,0,90,91,90,89,91,91,88,3,2,3,4,2,2,5,10,10,10,9,10,10,10,29.64420015584833,18.758052330340526,28.64660806878482,19.46189628567694,20.89750389599312,22.17084242848211,16.17596769751316,4.107894080307006,10.186628695089722,5.566519178288195,9.605978228671074,7.044722986199808,7.950947892057269,9.651289699170256,0.07479601399973035,1.620015854947269,0.6005471940152347,2.769899153150618,10981.014069665922,16608.059775692178,49077.784120977856,0.04854368932038835,0.4563106796116505,0.08737864077669903,0.4368932038834951,0.2524271844660194,0.2815533980582524,0.49514563106796117,2078
93,0.2,0.9130434782608695,0.9411764705882353,1.0,0.8979591836734694,0.9512195121951219,1.0,0.9076923076923077,10.425732561115904,15.221617377068597,19.526304059498802,13.438751064824556,15.102874732610893,19.54799306258734,13.106268356186435,23,34,30,49,41,19,65,8,8,8,8,10,4,7,78,67,71,52,62,78,35,15,26,22,41,31,15,58,2,2,2,2,0,6,3,3,2,1,3,1,0,2,91,91,93,87,91,92,85,2,2,0,6,2,1,8,7,8,9,7,9,10,8,12.474411461795802,12.4353904704846,21.112160359304877,15.265750998422908,14.610680114732318,23.645394355089476,13.670251369645928,3.0201432485245268,4.272773329558784,6.343470962349461,7.318736168115358,5.815901793242961,5.395804177602525,9.40463635381141,1.1818226010072976,4.105847818078473,8.268999472027645,11.62568982806988,29181.937026759144,3890.6628637269605,36180.56948524108,0.20388349514563106,0.3106796116504854,0.2912621359223301,0.4174757281553398,0.3786407766990291,0.17475728155339806,0.5533980582524272,2079
94,0.2,0.875,0.8857142857142857,0.9032258064516129,0.8235294117647058,0.9032258064516129,0.9,0.9655172413793104,10.171460154117383,15.367665772875732,19.146057803696,13.07341536825065,15.328025358789583,19.472828426005613,12.526562203999903,8,35,31,34,31,20,58,4,1,8,4,7,8,10,89,59,70,63,69,81,45,4,34,23,30,24,12,48,6,9,2,6,3,2,0,2,0,1,1,0,0,3,92,89,91,88,91,92,91,1,4,2,5,2,1,2,8,10,9,9,10,10,7,8.875909406644967,17.428256743236616,36.11698311144151,18.17199240654477,23.14857185636449,22.58248760890756,10.684538198549554,1.5879256505651056,8.386434035247188,11.834428005617303,6.770059630523641,7.550659199280905,5.180669526018316,6.01653607296965,0.721899343887344,3.2627395470626652,4.471534105949104,7.381255649030209,10829.973981762072,4380.555430888897,40927.16600979515,0.06796116504854369,0.30097087378640774,0.27184466019417475,0.2815533980582524,0.2815533980582524,0.17475728155339806,0.5436893203883495,2080
95,0.2,0.8181818181818182,1.0,0.9375,0.9333333333333333,0.8181818181818182,0.9130434782608695,0.8125,10.230136808627377,15.57162524173495,18.443415779019656,13.327065346184812,14.6197877667036,19.063244136794918,12.543034220499331,11,40,16,45,33,23,80,7,5,4,8,10,7,10,89,58,81,56,70,77,23,4,35,12,37,23,16,70,3,5,6,2,0,3,0,4,0,1,1,4,0,5,92,93,92,91,88,91,79,1,0,1,2,5,2,14,6,10,9,9,6,10,5,14.948086953632007,13.98707902279592,29.22731489597954,12.834993477733873,33.932650136490246,32.786168453642716,18.95198750752942,2.3152314172469137,6.012230697350587,5.832203286709144,5.885724089650205,10.871625771885222,8.040103930317251,14.719990297110229,1.3778501611668617,5.109898235183209,2.6937856557779014,9.363495809957385,13209.326362461084,5586.481309968978,54295.226060824,0.08737864077669903,0.3883495145631068,0.14563106796116504,0.4077669902912621,0.2621359223300971,0.20388349514563106,0.6310679611650486,2081
