,Signal_Upper,coverage_naive,coverage_split50,coverage_split67,coverage_split33,coverage_posi50,coverage_posi67,coverage_posi33,length_naive,length_split50,length_split67,length_split33,length_posi50,length_posi67,length_posi33,nnz_naive,nnz_split50,nnz_split67,nnz_split33,nnz_posi50,nnz_posi67,nnz_posi33,tp_naive,tp_split50,tp_split67,tp_split33,tp_posi50,tp_posi67,tp_posi33,tn_naive,tn_split50,tn_split67,tn_split33,tn_posi50,tn_posi67,tn_posi33,fp_naive,fp_split50,fp_split67,fp_split33,fp_posi50,fp_posi67,fp_posi33,fn_naive,fn_split50,fn_split67,fn_split33,fn_posi50,fn_posi67,fn_posi33,posttp_naive,posttp_split50,posttp_split67,posttp_split33,posttp_posi50,posttp_posi67,posttp_posi33,posttn_naive,posttn_split50,posttn_split67,posttn_split33,posttn_posi50,posttn_posi67,posttn_posi33,postfp_naive,postfp_split50,postfp_split67,postfp_split33,postfp_posi50,postfp_posi67,postfp_posi33,postfn_naive,postfn_split50,postfn_split67,postfn_split33,postfn_posi50,postfn_posi67,postfn_posi33,msetarget_naive,msetarget_split50,msetarget_split67,msetarget_split33,msetarget_posi50,msetarget_posi67,msetarget_posi33,msetruth_naive,msetruth_split50,msetruth_split67,msetruth_split33,msetruth_posi50,msetruth_posi67,msetruth_posi33,runtime_naive,runtime_split50,runtime_split67,runtime_split33,runtime_posi50,runtime_posi67,runtime_posi33,postcoverage_naive,postcoverage_split50,postcoverage_split67,postcoverage_split33,postcoverage_posi50,postcoverage_posi67,postcoverage_posi33,cseed
78,0.2,1.0,0.9696969696969697,1.0,0.8412698412698413,0.9387755102040817,0.9411764705882353,0.9375,10.109513046869818,15.146012721975513,18.890813069881105,13.672671227788133,13.51038925913609,17.197288759931368,12.369811733173856,8,33,27,63,49,17,48,5,8,9,5,5,9,9,85,63,70,30,44,80,49,3,25,18,58,44,8,39,7,4,3,7,7,3,3,1,0,1,1,2,1,2,88,86,88,78,85,88,87,0,2,0,10,3,0,1,11,12,11,11,10,11,10,6.028807198130945,15.687630587324941,16.043886524168162,24.173340999975203,16.295335693488642,14.845215351839133,11.83056406023058,0.6795228021058195,5.280449603209173,4.378928105261406,15.522651955877837,8.245764947139126,2.542466982160107,5.736738298697635,0.6124367390293628,2.2378631699830294,2.6853075958788395,7.719250825000927,25565.549340123078,5766.089292689925,12488.429555219831,0.08,0.31,0.27,0.52,0.45,0.16,0.45,2064
79,0.2,0.5882352941176471,0.8695652173913043,0.8392857142857143,0.8297872340425532,0.828125,0.7941176470588235,0.7341772151898734,10.342131762365753,15.775201138653623,21.657431423851843,13.22999992731791,13.891264297970707,17.687273235951228,12.274753967238114,17,46,56,47,64,34,79,9,9,7,9,12,9,8,80,51,39,50,36,63,17,8,37,49,38,52,25,71,3,3,5,3,0,3,4,2,2,1,1,3,1,2,84,84,79,81,78,83,71,4,4,9,7,10,5,17,10,10,11,11,9,11,10,27.725678351549433,31.556600158319817,60.839534004466735,20.944838316694874,23.772793202878987,29.663186437157353,22.991052234816074,4.717055665696611,14.577890265564934,35.60545386521765,9.92512141936711,15.214587649842551,10.07858178389745,18.220800839761267,0.8197050779126585,2.1875053821131587,3.7118196580559015,6.196635073982179,27099.467175826197,10724.83611071296,16153.371133509092,0.1,0.4,0.46,0.39,0.53,0.27,0.6,2065
80,0.2,0.8333333333333334,0.8936170212765957,0.8947368421052632,0.9298245614035088,0.9615384615384616,0.8235294117647058,0.8421052631578947,10.190508455985032,15.810021535708584,18.958211225392837,13.548988952264237,13.942243805084154,17.35038396659821,11.599374392018166,6,47,19,57,26,17,57,0,3,0,9,5,0,12,82,44,69,40,67,71,43,6,44,19,48,21,17,45,12,9,12,3,7,12,0,0,0,0,2,0,0,2,88,84,85,85,87,84,80,0,4,3,3,1,4,8,12,12,12,10,12,12,10,15.273950934380771,19.25837398518024,35.7001562915134,15.48922718129794,10.805296517135654,37.938177318001934,13.4814597688672,1.628161688531562,9.957185760257017,7.662793116189193,8.85591271326246,2.908921295466647,7.367184033046636,7.684432068254303,0.1469793259166181,1.6489284199196845,0.3466929108835757,1.484562719007954,5808.747073519975,4475.559046817012,25581.10170575301,0.06,0.43,0.16,0.53,0.25,0.13,0.48,2066
81,0.2,0.6666666666666666,0.935064935064935,0.9302325581395349,0.8928571428571429,0.9152542372881356,0.9655172413793104,0.8666666666666667,10.232958773806642,17.202495972756118,19.984279673386364,13.536768561514496,14.082756558177794,17.88759538124862,12.328147813512807,12,77,43,56,59,29,75,9,12,12,12,9,9,8,85,23,57,44,38,68,21,3,65,31,44,50,20,67,3,0,0,0,3,3,4,2,2,0,2,2,0,0,87,84,85,83,84,87,79,1,4,3,5,4,1,9,10,10,12,10,10,12,12,12.760802191484895,22.531864334907876,28.042135099554898,20.81466266960991,15.631494054029455,23.639784820667572,16.928224141707318,1.5601627646856429,17.349535537879063,12.058118092808611,11.656211094981552,9.334571046179192,6.868462954681649,12.893467442550184,0.44820005306974053,1.7315193668473512,0.9174472300801426,1.1996280420571566,26839.47059819312,8158.842707635835,15725.187710722908,0.08,0.72,0.4,0.5,0.55,0.28,0.65,2067
82,0.2,0.8666666666666667,0.9772727272727273,1.0,0.9122807017543859,0.9285714285714286,0.9259259259259259,0.8767123287671232,10.29400087665591,15.65178604112168,18.565176800996547,13.528115179488818,13.937928488976652,17.184490935287286,12.021555691547915,15,44,26,57,14,27,73,5,5,12,12,0,5,12,78,49,74,43,74,66,27,10,39,14,45,14,22,61,7,7,0,0,12,7,0,2,1,2,2,0,1,2,86,87,88,84,87,87,80,2,1,0,4,1,1,8,10,11,10,10,12,11,10,11.758268670305986,16.218950175915257,22.996934020312754,15.882313086562608,17.90020344596795,22.57138501015012,13.778814142928255,1.8954502598375487,7.3351998595054555,5.979202845281317,9.052918459340686,3.309252162527115,6.038698997042557,10.058534324337627,0.1398103181272745,0.18106750585138798,0.13077639415860176,0.1443677949719131,160.0773710659705,345.5088480929844,440.84320524404757,0.13,0.43,0.26,0.52,0.13,0.26,0.64,2068
83,0.2,0.7058823529411765,0.8666666666666667,0.8636363636363636,0.8545454545454545,0.8048780487804879,0.8918918918918919,0.835820895522388,10.282092103890074,15.717943008656336,18.83695827165951,13.608208862859419,13.780341694609813,17.72746909261083,12.175864884613306,17,45,22,55,41,37,67,7,7,8,12,12,12,12,78,50,74,45,59,63,33,10,38,14,43,29,25,55,5,5,4,0,0,0,0,2,1,1,2,3,2,1,84,84,86,82,82,86,78,4,4,2,6,6,2,10,10,11,11,10,9,10,11,20.65325445755723,24.810632073963998,41.880158248895384,20.177449126015564,21.875646761599427,34.3122629881137,22.88632291406834,3.995331480859254,11.410133576229788,9.42385406820267,11.09759701930856,8.969015172255768,12.695537305602063,15.33383635242579,0.7014865491073579,3.2536805050913244,2.482812033034861,7.819961161119863,10510.48963382421,15087.824870781042,22459.114520499017,0.12,0.4,0.19,0.47,0.33,0.33,0.56,2069
84,0.2,0.625,0.9148936170212766,0.8333333333333334,0.9242424242424242,0.9365079365079365,0.8695652173913043,0.8674698795180723,10.160122358045214,15.559398716280517,18.408199976373357,13.715709583263125,13.621058757303896,17.807418818814632,12.212644435034305,8,47,18,66,63,23,83,4,9,4,9,4,4,12,84,50,74,31,29,69,17,4,38,14,57,59,19,71,8,3,8,3,8,8,0,2,2,2,1,1,0,2,86,85,86,84,84,85,80,2,3,2,4,4,3,8,10,10,10,11,11,12,10,26.00652399349795,20.314914361461298,34.02535560167559,17.05871380500171,15.326379197107801,42.00707698138303,16.08111345971089,2.6698573595469335,9.550876456867806,6.298973329399348,11.371187416451626,10.298970384640965,10.603896195633702,13.34732417156004,0.874896883033216,5.640604173997417,2.597468525869772,11.653098529903218,25643.609499061015,6311.721791879972,20726.724152019015,0.05,0.43,0.15,0.61,0.59,0.2,0.72,2070
85,0.2,0.875,0.8571428571428571,0.9230769230769231,0.8709677419354839,0.8275862068965517,0.9473684210526315,0.8375,10.32315486722033,15.278342507319575,19.504152554038583,13.701004234013253,14.613026685088485,18.02051190341261,12.157346559915492,8,28,26,62,58,19,80,0,5,5,5,4,0,9,80,65,67,31,34,69,17,8,23,21,57,54,19,71,12,7,7,7,8,12,3,0,0,0,0,1,0,0,87,86,87,81,79,86,74,1,2,1,7,9,2,14,12,12,12,12,11,12,12,14.555923279332799,19.56815172461999,31.93899375626112,17.269367184119034,24.51523980494218,21.372968194384665,19.066968078790545,2.025234706474054,5.6241273202904045,8.233864929102458,10.777512851639996,15.581540883106369,4.924822337275399,15.339105119300076,0.31092327693477273,0.5328482380136847,0.48885627393610775,1.3605154380202293,5108.941449736012,1244.191404752899,10056.321412890917,0.07,0.25,0.25,0.55,0.48,0.17,0.66,2071
86,0.2,0.75,0.9318181818181818,0.8181818181818182,0.9523809523809523,0.8292682926829268,0.8888888888888888,0.8461538461538461,10.226310780403846,15.581289603055795,18.059212297848845,13.239079777346603,13.673214914354197,17.579142219331395,12.178272981557239,8,44,11,42,41,18,65,0,9,0,4,5,0,12,80,53,77,50,52,70,35,8,35,11,38,36,18,53,12,3,12,8,7,12,0,0,0,0,0,0,0,1,86,85,86,86,82,87,78,2,3,2,2,6,1,10,12,12,12,12,12,12,11,23.67633053908505,17.657497025783062,46.82420089380204,14.469188911046489,25.148466803121526,30.30438037517038,14.624470495533918,2.6623380209504734,7.787251316507064,5.664546767229601,6.779400057500947,10.258326301693646,6.0753233386145125,9.505905822097045,0.2936895349994302,0.7067971820943058,0.2339089959859848,0.6168772319797426,5296.889102094807,3429.3912219281774,7153.110478990013,0.06,0.41,0.09,0.4,0.34,0.17,0.55,2072
87,0.2,1.0,0.8863636363636364,0.9555555555555556,0.8113207547169812,0.8695652173913043,0.9333333333333333,0.8023255813953488,10.225425826683054,15.622539347998122,20.239237790846417,13.46458302810053,14.434474442264289,17.266681867362724,12.14182361841217,5,44,45,53,69,45,86,5,12,12,9,12,8,12,88,56,55,44,31,51,14,0,32,33,44,57,37,74,7,0,0,3,0,4,0,2,3,2,3,2,0,4,88,84,86,80,82,85,73,0,4,2,8,6,3,15,10,9,10,9,10,12,8,3.8359666732666713,30.752942113122874,29.676406620649672,19.36828058176517,21.073392463730766,20.51148331512802,19.791179527981075,0.364797244086881,13.531294529774073,13.35438297929235,10.240208569932916,14.54064079997423,9.400927151598776,17.020414394063724,0.050136252073571086,2.4347235369496047,2.5894160179886967,3.151670442894101,34211.916052154964,9109.06799970218,15802.563847117824,0.05,0.39,0.43,0.43,0.6,0.42,0.69,2073
88,0.2,0.8,0.8478260869565217,1.0,0.9180327868852459,0.9148936170212766,0.875,0.8767123287671232,10.233565937373843,15.653724151980073,19.1356631019526,13.620471988860391,14.475521021009772,17.407148400953343,12.241432020280584,5,46,12,61,47,48,73,5,9,9,9,5,9,12,88,51,85,36,46,49,27,0,37,3,52,42,39,61,7,3,3,3,7,3,0,3,3,1,2,1,1,2,88,84,88,84,85,82,80,0,4,0,4,3,6,8,9,9,11,10,11,11,10,20.884735529176155,31.640410716794506,20.452950237025657,18.371207165972894,18.27853118633682,27.817448121825038,16.488000854585867,1.0998421869051724,14.672410525629374,2.465352640577184,11.116931084306284,8.539950213699761,13.456410208169642,12.036240623847682,0.047285402892157435,2.0818181161303073,0.9947111930232495,5.681460035033524,19029.873679821845,15112.202495251084,19372.044514553854,0.04,0.39,0.12,0.56,0.43,0.42,0.64,2074
89,0.2,0.8695652173913043,0.9272727272727272,0.9032258064516129,0.94,0.7868852459016393,0.967741935483871,0.864406779661017,10.405044034585744,16.16496584353888,19.356834648031576,13.432614274428838,14.309852289618966,17.953343596768025,12.292132504166656,23,55,31,50,61,31,59,9,12,9,12,9,9,12,74,45,66,50,36,66,41,14,43,22,38,52,22,47,3,0,3,0,3,3,0,4,2,1,2,4,1,3,86,85,86,85,77,87,82,2,3,2,3,11,1,6,8,10,11,10,8,11,9,15.459630101751936,20.722943015411325,36.553217799304676,12.964770420546222,26.711867771584775,23.841348151836137,16.92158514935657,3.5073896804056317,11.397618658476231,11.419973002340333,6.482385210273113,16.315152295897693,7.349040611267973,9.983735238120378,0.04449578607454896,0.474846069002524,0.5347456459421664,0.6071724609937519,28844.031584764132,8254.214224376949,16143.734095102875,0.2,0.51,0.28,0.47,0.48,0.3,0.51,2075
90,0.2,0.88,0.9285714285714286,1.0,0.9264705882352942,0.8979591836734694,0.8636363636363636,0.8840579710144928,10.438886022057691,15.718952050023578,21.287789009685362,13.834409012117895,14.065219217835415,17.347514660880535,12.013269681031728,25,42,56,68,49,44,69,5,9,4,9,5,4,12,68,55,36,29,44,48,31,20,33,52,59,44,40,57,7,3,8,3,7,8,0,1,0,1,1,1,1,1,85,86,87,83,83,82,80,3,2,1,5,5,6,8,11,12,11,11,11,11,11,12.876506111322037,19.325005201553832,26.829158021481916,18.88209796871196,21.37261160479941,37.750014302863015,18.218041745552068,3.3206476370005453,8.091970929929023,16.170974841826375,12.851136391597834,10.582551513901832,17.341247516185753,12.570448804430926,3.425323871895671,6.097342280903831,11.31949891592376,11.454085174016654,27489.071540976176,16708.237052115845,9263.911111825844,0.22,0.39,0.55,0.63,0.43,0.38,0.61,2076
91,0.2,0.7894736842105263,0.9032258064516129,0.8461538461538461,0.8620689655172413,0.8363636363636363,0.8409090909090909,0.8656716417910447,10.317388433267471,15.318861610054384,19.613632448725706,13.56086316083044,14.475801223957811,17.604103327234988,12.606670188197578,19,31,39,58,55,44,67,4,4,5,4,7,9,4,73,61,54,34,40,53,25,15,27,34,54,48,35,63,8,8,7,8,5,3,8,2,1,2,1,2,2,1,85,86,83,81,81,84,79,3,2,5,7,7,4,9,10,11,10,11,10,10,11,17.32130150964176,20.860681726620616,36.610778279542636,22.458285324461045,24.15197246086729,26.410806950389347,14.64188652706674,3.819042760962765,6.921073756170643,14.629118379044238,13.484341774363273,13.621609012344441,11.622832394796406,10.3449613169537,1.4464799989946187,2.883781193057075,4.209283307893202,7.219732632860541,25641.836712641874,13409.174795859028,13371.445897434838,0.15,0.28,0.34,0.5,0.46,0.38,0.58,2077
92,0.2,0.8461538461538461,0.9264705882352942,0.8666666666666667,0.953125,0.9047619047619048,0.9090909090909091,0.8571428571428571,10.234272422229157,16.653465003580695,18.366714928671797,13.70368075602008,13.829651279306741,17.78493867161609,12.227895413968751,13,68,15,64,42,33,77,8,12,5,8,8,8,12,83,32,78,32,54,63,23,5,56,10,56,34,25,65,4,0,7,4,4,4,0,1,0,0,1,1,1,2,87,83,86,86,85,86,79,1,5,2,2,3,2,9,11,12,12,11,11,11,10,18.04408291287433,20.89910282396761,31.48155137442445,13.072511735335507,15.916656595400319,24.485320748099163,16.29686957950411,2.529080658910672,14.211389920297975,4.713664139673149,8.236810874297525,6.809618699503578,8.103240895432096,12.548589576218166,0.8455798588693142,5.654300066176802,0.6452720130328089,6.514991719974205,15674.940335661871,9708.011448311154,23026.237039351137,0.11,0.63,0.13,0.61,0.38,0.3,0.66,2078
93,0.2,0.8,0.896551724137931,0.95,0.8867924528301887,0.918918918918919,0.8571428571428571,0.7777777777777778,10.217155247296532,15.018658664442988,18.99480369009886,13.446030835841091,14.614310750354717,17.87318530371048,11.96093358839621,5,29,20,53,37,14,63,5,8,5,8,8,4,5,88,67,73,43,59,78,30,0,21,15,45,29,10,58,7,4,7,4,4,8,7,2,2,0,0,3,0,2,88,86,87,81,87,86,76,0,2,1,7,1,2,12,10,10,12,12,9,12,10,11.051213377268091,15.552900747399741,18.005689438520072,18.54938540953004,21.039738396618056,35.951030799554246,15.63922206135178,0.6522216516556151,4.591052168559639,3.7005569886302094,10.070434079580728,7.915631357263217,5.810748261918401,9.681849470264169,0.46715190587565303,3.4288719999603927,1.7906200638972223,7.230484643019736,18155.583104173886,2870.8164774819743,27447.130122716073,0.05,0.26,0.19,0.46,0.34,0.11,0.5,2079
94,0.2,0.5625,0.8461538461538461,0.8846153846153846,0.8615384615384616,0.868421052631579,0.8095238095238095,0.7714285714285715,10.35166751025098,16.063982287156428,18.961574634679785,13.76928510383709,14.120364994036208,17.742755442907995,12.519134663032881,16,52,26,65,38,21,70,5,5,5,4,0,5,4,77,41,67,27,50,72,22,11,47,21,61,38,16,66,7,7,7,8,12,7,8,1,2,2,0,0,0,1,83,82,85,78,83,84,72,5,6,3,10,5,4,16,11,10,10,12,12,12,11,25.21029488957459,30.395569414874323,44.591515738626036,26.262663542629767,20.275075168914775,28.96437578312118,20.821744619548273,4.203249744697013,16.556721736991264,11.869389921450681,17.71879572155273,8.319209976015042,6.19223659542492,15.422735087619246,0.48656147182919085,1.140856210142374,0.52629957604222,1.5828303159214556,4612.670694448985,2064.728805155959,7410.030706268968,0.09,0.44,0.23,0.55,0.33,0.17,0.53,2080
95,0.2,0.7222222222222222,0.8181818181818182,0.8918918918918919,0.9176470588235294,0.7777777777777778,0.84,0.7682926829268293,10.525277315850081,15.806223317469188,19.688632893544895,14.312189421549657,14.106240942222637,17.016234361927797,12.07421283049033,36,44,37,85,36,25,82,9,9,12,5,5,12,12,61,53,63,8,57,75,18,27,35,25,80,31,13,70,3,3,0,7,7,0,0,1,1,0,1,1,1,2,80,82,85,81,80,86,71,8,6,3,7,8,2,17,11,11,12,11,11,11,10,17.26732977235416,35.12106081315406,30.557450035803004,17.520195971790862,24.954146934917485,37.22150207883361,20.081694589476896,6.2297186173301995,15.52568475417562,11.30625651324711,15.233921829258016,9.161480478264632,9.305375519708402,16.466989563371055,1.5718273089732975,4.837417101953179,3.909152708016336,16.315211315872148,6416.628345693927,1196.5343206149992,19752.40588176204,0.26,0.36,0.33,0.77,0.28,0.21,0.63,2081
96,0.2,0.8076923076923077,0.92,0.8809523809523809,0.9104477611940298,0.8775510204081632,0.875,0.8533333333333334,10.411023410841684,15.767828635523328,20.10434388920344,13.741969111470686,13.808643540767596,17.4235093914196,12.329359641198891,26,50,42,67,49,24,75,12,9,12,12,9,7,9,74,47,58,33,48,71,22,14,41,30,55,40,17,66,0,3,0,0,3,5,3,1,1,1,0,1,1,1,83,84,84,82,83,86,77,5,4,4,6,5,2,11,11,11,11,12,11,11,11,11.03888043917995,21.43091807681359,33.17208594251718,13.048246907468407,17.925073769550902,30.122056816136197,16.224206306353434,2.870108914186785,10.77616671934954,13.932276095857215,8.742325428003832,8.807025636576528,7.8044692585540085,12.300320045706096,2.823138952953741,7.783905071904883,7.187916286988184,9.430359797086567,20762.246296660975,10220.076588573167,20050.442873622058,0.21,0.46,0.37,0.61,0.44,0.21,0.64,2082
97,0.2,0.5,0.86,0.9473684210526315,0.8767123287671232,0.8723404255319149,0.8888888888888888,0.8059701492537313,10.12845896043524,15.742322166395194,18.229883685186763,13.964603653149156,14.344370322912397,17.066761262513342,12.31315490335883,4,50,19,73,47,36,67,4,7,4,7,4,4,4,88,45,73,22,45,56,25,0,43,15,66,43,32,63,8,5,8,5,8,8,8,3,1,1,3,2,1,2,88,82,87,81,84,83,75,0,6,1,7,4,5,13,9,11,11,9,10,11,10,22.567874682755203,23.04328063699125,28.70155363269373,21.391843626415152,21.26507712045262,32.09870845316205,18.791176067999793,1.6157770163050882,12.400070590704283,6.317058811956232,16.599519111270094,10.595050523889874,12.444554193651332,13.17662349022198,0.25304280989803374,0.293247610097751,0.24681659298948944,0.366998597048223,5526.190445304848,2760.785463015083,6259.789931708947,0.02,0.43,0.17,0.64,0.41,0.3,0.52,2083
98,0.2,0.6538461538461539,0.8367346938775511,0.8490566037735849,0.863013698630137,0.828125,0.8135593220338984,0.7638888888888888,10.408273118372646,15.9920568309284,21.01367236707336,14.039012488732782,13.721687391648423,16.655644673832615,12.156616996892218,26,49,53,73,64,59,72,3,8,7,9,7,7,7,65,47,42,24,31,36,23,23,41,46,64,57,52,65,9,4,5,3,5,5,5,2,2,0,1,1,1,2,80,81,79,77,79,82,73,8,7,9,11,9,6,15,10,10,12,11,11,11,10,21.143303710168666,33.28028658662719,50.85489030659648,19.117750894871975,25.754306775962903,31.210777094212066,21.164074562718387,6.255263772552317,16.832383505735816,29.107873469807547,14.12588645178729,17.44619878466321,18.828493468878406,15.430316717074916,0.2685749619267881,0.607878731796518,0.5971353868953884,0.7526767011731863,31947.0920395751,13716.575654044049,11147.795332697919,0.17,0.39,0.44,0.62,0.54,0.51,0.54,2084
99,0.2,0.6923076923076923,0.9142857142857143,0.9333333333333333,0.8714285714285714,0.8709677419354839,0.8,0.8571428571428571,10.208518135586392,15.173955360158672,19.473962905841613,13.847910900342224,13.946154455637156,16.925722020502572,12.186498602279663,13,35,30,70,62,35,70,9,12,5,12,9,9,5,84,65,63,30,35,62,23,4,23,25,58,53,26,65,3,0,7,0,3,3,7,4,2,1,6,5,2,3,87,86,87,82,82,82,80,1,2,1,6,6,6,8,8,10,11,6,7,10,9,20.64254360040743,17.649001459466184,26.04685868460812,17.126975231687837,19.42375794783817,32.89405377940452,17.09431012398751,2.6841797198524624,6.177150510813164,8.18012875882305,11.988882662181487,12.015477964650593,11.519500407399521,12.213050271780713,0.32319537992589176,0.567122153006494,0.38848115992732346,0.9716107319109142,7597.803111738991,3284.5985274089035,3200.69398760912,0.09,0.32,0.28,0.61,0.54,0.28,0.6,2085
100,0.5,0.8333333333333334,0.9354838709677419,0.8666666666666667,0.9393939393939394,0.8378378378378378,0.8333333333333334,0.8701298701298701,10.30540109129376,15.293529023737321,18.392972600878718,13.83094893300734,14.1265629743732,17.244102147490775,12.207045658914694,12,31,15,66,37,12,77,8,8,5,9,8,8,5,84,65,78,31,59,84,16,4,23,10,57,29,4,72,4,4,7,3,4,4,7,3,1,2,1,3,2,4,87,88,86,86,84,88,79,1,0,2,2,4,0,9,9,11,10,11,9,10,8,16.32780289247502,12.473863116502189,37.41363239891437,13.53794605440229,20.24935585278277,42.216935806153614,13.09510544436628,2.30593774066194,4.103443626656354,6.182950378145242,8.870645958653212,7.711575318017558,5.429610406326269,10.583526004011272,0.7593238749541342,2.525530728045851,1.0512933870777488,11.105608124984428,12878.862566787051,3555.7409489320125,30822.5807089929,0.1,0.31,0.13,0.62,0.31,0.1,0.68,2086
101,0.5,0.8181818181818182,0.8809523809523809,0.8333333333333334,0.9245283018867925,0.8727272727272727,0.8857142857142857,0.8923076923076924,10.137864634305583,15.504863018866745,19.269923753073396,13.520216584194374,14.098764901516436,17.495542402531797,12.290868876419305,11,42,30,53,55,35,65,8,8,8,12,9,12,12,85,54,66,47,42,65,35,3,34,22,41,46,23,53,4,4,4,0,3,0,0,4,3,2,3,5,2,3,87,84,83,85,81,85,85,1,4,5,3,7,3,3,8,9,10,9,7,10,9,13.824185210565275,22.423821408868356,57.36134903364313,13.244316846707282,18.799744434755066,27.329962781305806,12.678315780052817,1.8630253414409572,9.547172595497754,18.08796444832569,7.019487928754863,10.349115127736296,9.565486973457032,8.240905257034335,0.31181250396184623,1.4478505509905517,0.9219428510405123,2.4492783970199525,27630.329032001086,11723.262403825065,15599.570066911867,0.09,0.37,0.25,0.49,0.47,0.31,0.58,2087
102,0.5,0.75,0.95,1.0,0.9054054054054054,0.8478260869565217,1.0,0.8985507246376812,10.092132161604015,15.665294895722264,18.84533474153713,13.931616742398955,13.862267090745831,17.357720462261504,12.047449597477314,8,40,24,74,46,28,69,5,5,5,8,5,9,9,85,53,69,22,47,69,28,3,35,19,66,41,19,60,7,7,7,4,7,3,3,1,1,2,1,1,2,1,87,85,88,82,83,88,81,1,3,0,6,5,0,7,11,11,10,11,11,10,11,15.198799458881453,21.03813556387845,26.333286482278744,17.325631612284397,17.811952045629695,21.11504434568489,14.730633888525709,1.602740763909183,8.994949157684616,6.930683473529874,13.330679494803922,8.530437047991587,5.8785602907207455,10.097988196709194,0.22007168899290264,0.8345979049336165,0.46569846477359533,3.764913948951289,13280.551758063957,7457.765901895938,21153.88876480097,0.06,0.37,0.24,0.67,0.4,0.28,0.62,2088
103,0.5,0.8181818181818182,0.9230769230769231,0.9591836734693877,0.8985507246376812,0.8653846153846154,0.9310344827586207,0.88,10.653450812086032,15.939789103731743,20.687368672172514,13.893091744221708,14.753978628331737,16.98249541818428,12.503077246883558,44,52,49,69,52,29,75,9,5,0,9,9,9,5,53,41,39,28,45,68,18,35,47,49,60,43,20,70,3,7,12,3,3,3,7,3,0,0,1,3,0,1,80,83,84,82,81,86,79,8,5,4,6,7,2,9,9,12,12,11,9,12,11,14.769564601031304,21.355592432648905,31.837396245357795,18.27861600309623,25.851143794274662,22.771360913989508,17.9553331293515,6.573367566221465,11.83844772614381,17.918596538823664,12.791229991476369,13.569414291463657,6.66015955544133,14.17013401295909,2.701223394833505,3.9688531619030982,6.878405547933653,7.656778217060491,23036.031919282163,11778.590066971024,18521.763162037125,0.36,0.47,0.45,0.62,0.45,0.27,0.66,2089
104,0.5,0.8275862068965517,0.921875,0.8928571428571429,0.8970588235294118,0.9056603773584906,0.8979591836734694,0.9090909090909091,10.450178092933715,16.53698955584038,19.036231435168613,13.882845983409496,13.850632631386892,16.69304304896794,12.531480898188525,29,64,28,68,53,49,66,9,9,9,9,12,9,9,68,33,69,29,47,48,31,20,55,19,59,41,40,57,3,3,3,3,0,3,3,7,3,2,4,5,5,4,83,83,86,82,85,84,82,5,5,2,6,3,4,6,5,9,10,8,7,7,8,17.975528003372176,27.38012962492828,37.13653104111557,18.726758508173763,17.660642722545298,31.11422562758082,13.221435729804083,5.231245531561105,17.609256816999302,10.566360747859035,12.791370998258438,9.360140642949007,15.243247902273332,8.73459077099281,1.5449504929129034,1.375616769073531,0.5342280298937112,3.0580279529094696,26650.280575071927,15639.755341132171,6786.689705250086,0.23,0.59,0.25,0.61,0.48,0.44,0.6,2090
105,0.5,0.7391304347826086,0.8611111111111112,0.8888888888888888,0.9315068493150684,0.7580645161290323,0.9117647058823529,0.8289473684210527,10.31467894763351,15.452644422941713,19.172959815635316,13.961466360389455,13.767813240226788,16.92384526229519,12.38012160146496,23,36,27,73,62,34,76,9,9,9,7,9,9,12,74,61,70,22,35,63,24,14,27,18,66,53,25,64,3,3,3,5,3,3,0,4,3,0,2,1,2,3,84,84,85,82,73,86,77,4,4,3,6,15,2,11,8,9,12,10,11,10,9,17.27330269716902,25.722684579791476,32.09025336349207,15.919326640587212,28.344294747447247,30.647150339915022,20.53577543404609,4.024343746059135,9.43011749675898,8.87097116073629,14.225305183246869,17.64916809706459,10.404054947571597,15.60718932987504,1.789715969003737,2.8955167660024017,3.1989965639077127,8.682286169147119,34998.80688259611,7442.857935299864,16190.663904790068,0.18,0.31,0.24,0.67,0.47,0.31,0.63,2091
106,0.5,0.8571428571428571,0.8867924528301887,0.9285714285714286,0.9166666666666666,0.9183673469387755,0.9166666666666666,0.9285714285714286,10.238662980012123,15.853514057893245,19.202746832971965,13.555255717105888,14.051453645436666,17.212895101277002,12.171284924680686,14,53,28,60,49,12,70,9,8,8,9,12,9,9,83,43,68,37,51,85,27,5,45,20,51,37,3,61,3,4,4,3,0,3,3,5,1,3,3,3,1,3,87,83,85,85,85,88,84,1,5,3,3,3,0,4,7,11,9,9,9,11,9,14.70952971198775,28.546989305480786,32.598854326661744,16.93451563529984,18.727869100609027,13.200001684032765,12.346009469322084,2.1053643812543537,16.83955182297006,10.029123284886344,10.08104436716327,9.176655859298416,1.6543319060407902,8.616061296905894,0.15618894202634692,1.4859801169950515,1.3486127860378474,3.0993807069025934,21662.506753070047,4223.152206534054,25986.370416738093,0.12,0.46,0.25,0.56,0.45,0.11,0.65,2092
