,Signal_Upper,coverage_naive,coverage_split50,coverage_split67,coverage_split33,coverage_posi50,coverage_posi67,coverage_posi33,length_naive,length_split50,length_split67,length_split33,length_posi50,length_posi67,length_posi33,nnz_naive,nnz_split50,nnz_split67,nnz_split33,nnz_posi50,nnz_posi67,nnz_posi33,tp_naive,tp_split50,tp_split67,tp_split33,tp_posi50,tp_posi67,tp_posi33,tn_naive,tn_split50,tn_split67,tn_split33,tn_posi50,tn_posi67,tn_posi33,fp_naive,fp_split50,fp_split67,fp_split33,fp_posi50,fp_posi67,fp_posi33,fn_naive,fn_split50,fn_split67,fn_split33,fn_posi50,fn_posi67,fn_posi33,posttp_naive,posttp_split50,posttp_split67,posttp_split33,posttp_posi50,posttp_posi67,posttp_posi33,posttn_naive,posttn_split50,posttn_split67,posttn_split33,posttn_posi50,posttn_posi67,posttn_posi33,postfp_naive,postfp_split50,postfp_split67,postfp_split33,postfp_posi50,postfp_posi67,postfp_posi33,postfn_naive,postfn_split50,postfn_split67,postfn_split33,postfn_posi50,postfn_posi67,postfn_posi33,msetarget_naive,msetarget_split50,msetarget_split67,msetarget_split33,msetarget_posi50,msetarget_posi67,msetarget_posi33,msetruth_naive,msetruth_split50,msetruth_split67,msetruth_split33,msetruth_posi50,msetruth_posi67,msetruth_posi33,runtime_naive,runtime_split50,runtime_split67,runtime_split33,runtime_posi50,runtime_posi67,runtime_posi33,postcoverage_naive,postcoverage_split50,postcoverage_split67,postcoverage_split33,postcoverage_posi50,postcoverage_posi67,postcoverage_posi33,cseed
152,0.5,0.8947368421052632,0.9302325581395349,0.7,0.8939393939393939,0.9056603773584906,0.8518518518518519,0.8533333333333334,10.340099429127497,15.610043689188958,17.98060010425977,13.850462709071422,13.885381226421298,17.913863690471185,11.967953443920306,19,43,10,66,53,27,75,9,9,0,12,12,12,12,78,54,78,34,47,73,25,10,34,10,54,41,15,63,3,3,12,0,0,0,0,6,1,0,4,3,1,4,86,85,86,81,83,84,79,2,3,2,7,5,4,9,6,11,12,8,9,11,8,8.5198266800016,15.6738302072557,49.28496968330194,19.310269038068064,17.22681304661701,32.37177074964795,12.539966740010097,1.6268973007328322,6.7696004693295535,7.090864028413985,12.744777565124924,9.130210914707016,8.740378102404948,9.404975055007572,2.1307768949773163,9.413535954197869,0.2733891580719501,9.029959623934701,30120.133388112998,7345.907213629922,18504.627163200872,0.17,0.4,0.08,0.59,0.48,0.23,0.64,2138
153,0.5,0.625,0.9302325581395349,0.9523809523809523,0.9761904761904762,0.813953488372093,0.7727272727272727,0.8923076923076924,10.180237742038706,15.603938575660939,18.718059988575714,14.291866433590734,13.72119467727167,17.37862274177255,12.426282734721582,8,43,21,84,43,22,65,5,5,5,9,4,9,9,85,50,72,13,49,75,32,3,38,16,75,39,13,56,7,7,7,3,8,3,3,3,0,1,2,1,3,4,86,85,87,86,81,86,82,2,3,1,2,7,2,6,9,12,11,10,11,9,8,13.908204909401709,14.756373606417094,22.670373202168435,11.584963307779361,22.518645964579708,43.04125423492888,12.854290172609264,1.6199920586471774,7.06380945799799,5.076398956147284,9.619983258720977,11.412288109323535,9.50134608933619,8.403781137883358,0.8772945289965719,8.341761816991493,3.608467958983965,12.492509267001878,14964.085983647965,7089.008977433958,25329.93915519805,0.05,0.4,0.2,0.82,0.36,0.17,0.58,2139
154,0.5,1.0,0.9074074074074074,0.8863636363636364,0.9,0.8888888888888888,1.0,0.8888888888888888,10.244365231944043,15.98847233411842,20.24128473530809,13.675685021805313,14.374023242658193,17.486989994385006,11.920091918718215,5,54,44,60,63,17,81,5,9,5,12,5,5,12,88,43,49,40,30,76,19,0,45,39,48,58,12,69,7,3,7,0,7,7,0,2,0,0,3,2,1,6,88,83,83,82,82,88,84,0,5,5,6,6,0,4,10,12,12,9,10,11,6,5.750893803310302,20.272997802849485,33.902069731772386,15.408376326193546,27.499815875290032,13.910752227350107,14.658986923384948,0.7253736310129145,11.142480707257851,15.207185820827675,9.245025795716131,17.792432588324903,2.8035889750100456,11.873779407941807,0.2835237809922546,1.15884121786803,3.398480610921979,7.882102913223207,28132.798306287965,2284.5600825629663,36538.62657202198,0.05,0.49,0.39,0.54,0.56,0.17,0.72,2140
155,0.5,0.8181818181818182,0.8035714285714286,0.9411764705882353,0.8571428571428571,0.7794117647058824,0.775,0.7954545454545454,10.31906004397993,16.16745331078687,20.879785619605844,13.680789025000687,14.203335654441998,17.348607631364562,11.95941237495968,22,56,51,63,68,40,88,12,12,12,12,8,12,9,78,44,49,37,28,60,9,10,44,39,51,60,28,79,0,0,0,0,4,0,3,6,5,2,3,2,4,6,85,80,85,81,75,83,73,3,8,3,7,13,5,15,6,7,10,9,10,8,6,13.015705248546192,28.71917939938789,34.77547141965379,18.064484959879664,26.54136276948613,35.21600214761002,19.015481340928,2.863455154680163,16.08274046365722,17.735490424023432,11.380625524724191,18.29762046754597,14.086400859044009,16.853027333232973,3.0469378191046417,9.125610781135038,9.526208875933662,8.949625050881878,20767.39714982803,13890.814874068135,16147.960382200079,0.18,0.45,0.48,0.54,0.53,0.31,0.7,2141
156,0.5,0.76,0.8518518518518519,0.9393939393939394,0.8767123287671232,0.8688524590163934,0.8085106382978723,0.8571428571428571,10.340117769864115,15.990756206246886,19.096233493526878,13.871489864748884,14.045605354367158,17.11731059980561,12.649961445041965,25,54,33,73,61,47,70,5,12,8,3,5,5,8,68,46,63,18,32,46,26,20,42,25,70,56,42,62,7,0,4,9,7,7,4,2,1,2,0,0,1,1,82,81,86,79,80,79,77,6,7,2,9,8,9,11,10,11,10,12,12,11,11,16.72131441784508,27.6305308281941,25.408492154745627,17.081908190009916,19.370523983418305,35.055005882407954,15.98846498065152,4.832966403193986,14.92048664722482,9.246236449755282,15.290559240318615,12.86511220485939,16.903537356637116,12.081651086736763,3.7821919140405953,12.685756095917895,5.529336876003072,15.33482705289498,34089.92929184297,10886.769106477965,11741.862760146847,0.19,0.46,0.3,0.64,0.53,0.38,0.59,2142
157,0.5,0.7948717948717948,0.9117647058823529,0.8727272727272727,0.9090909090909091,0.8928571428571429,0.8333333333333334,0.6911764705882353,10.601201838317833,15.40449606042893,20.964876844230556,14.017386711234323,13.901968128626406,16.708981882189978,11.984288019215258,39,34,55,77,56,54,68,8,8,8,8,12,9,12,57,62,41,19,44,43,32,31,26,47,69,44,45,56,4,4,4,4,0,3,0,3,0,0,2,2,1,2,80,85,80,80,83,81,69,8,3,8,8,5,7,19,9,12,12,10,10,11,10,17.00161025101704,15.913227165633225,43.311755805938574,18.23775354439693,19.330529222924692,31.73813417721048,26.300459582111767,7.348068866337036,5.79942536219366,24.927489166632878,14.670347020303627,10.82509636483783,17.145877621644157,17.884312515836,0.8215517981443554,0.6894548700656742,1.0210035350173712,1.6615926681552082,6227.472546895035,4117.230395046994,6878.139929889003,0.31,0.31,0.47,0.69,0.5,0.46,0.47,2143
158,0.5,0.6666666666666666,0.90625,0.90625,0.896551724137931,0.8181818181818182,0.8421052631578947,0.8105263157894737,10.18787057887711,15.332011193774447,19.32486992726814,13.597454195122303,14.19921077434513,17.697607533483012,12.336118562316178,9,32,32,58,44,19,95,0,0,9,3,9,7,12,79,56,65,33,53,76,5,9,32,23,55,35,12,83,12,12,3,9,3,5,0,0,0,1,0,2,0,1,85,84,85,82,82,88,73,3,4,3,6,6,0,15,12,12,11,12,10,12,11,21.320522035397484,17.01910924946199,32.32570899096199,15.078839999483257,23.5867652614382,31.052965303409053,21.41030796552284,3.8757115059708065,7.527200231816906,10.46252500889585,10.219295288296177,10.525499487803534,7.617784145300598,20.3397925672467,0.7096173970494419,6.077691227896139,5.304873391054571,9.117434802930802,19152.946563164005,6231.015387539985,29550.620729129994,0.06,0.28,0.29,0.52,0.36,0.17,0.77,2144
159,0.5,0.625,0.8431372549019608,0.9411764705882353,0.9384615384615385,0.8431372549019608,0.9347826086956522,0.8,10.20036841661156,15.901301281028744,18.231423342812057,13.705814386163063,13.899155381562258,16.90678867177741,11.890970654850536,8,51,17,65,51,46,90,3,3,3,12,8,3,12,83,40,74,35,45,45,10,5,48,14,53,43,43,78,9,9,9,0,4,9,0,2,2,1,2,2,1,4,86,83,88,85,80,85,72,2,5,0,3,8,3,16,10,10,11,10,10,11,8,25.977719370710712,31.06041582825403,30.247192079309304,13.689420268801898,23.08228328724366,24.71598810477318,19.117958253881355,4.1779990475939925,18.037693175702334,7.214764148085601,8.898123174721231,12.460441806153954,13.389457552141298,17.206162428493222,0.9024495480116457,5.735484523000196,2.4477922248188406,9.885439096018672,25942.590779658174,22292.80505492189,27778.56893275911,0.04,0.45,0.16,0.61,0.42,0.43,0.72,2145
160,0.5,0.5,0.90625,1.0,0.9347826086956522,0.8333333333333334,0.8823529411764706,0.8555555555555555,10.216254901738662,15.33671063599,17.69462007073509,13.32936505630846,14.32492716573574,18.057974169863837,12.133209818161463,4,32,4,46,36,17,90,4,7,4,8,9,4,12,88,63,88,50,61,75,10,0,25,0,38,27,13,78,8,5,8,4,3,8,0,2,1,1,2,2,2,4,88,87,88,85,85,87,77,0,1,0,3,3,1,11,10,11,11,10,10,10,8,21.832564957533275,18.84821246381356,20.97897427611849,13.45935418034502,24.48317281179989,39.604427966580296,14.931170135781677,2.30882578808698,8.10342171631502,2.46209617175039,6.694306687348634,8.85884601135901,8.400053678254652,13.438053122203508,0.09506412711925805,2.5608015609905124,0.25481581990607083,10.46288713789545,18361.63525909488,3761.4148101899773,36593.76683134306,0.02,0.31,0.04,0.43,0.3,0.15,0.77,2146
161,0.5,0.7241379310344828,0.9545454545454546,0.9259259259259259,0.9137931034482759,0.8641975308641975,0.8823529411764706,0.8311688311688312,10.412991097393158,16.546155852949468,18.894780011953433,13.548100529888778,14.46090430625994,17.071121236074106,11.770264965428947,29,66,27,58,81,51,77,5,5,9,12,9,5,8,64,27,70,42,16,42,19,24,61,18,46,72,46,69,7,7,3,0,3,7,4,2,1,1,3,4,3,4,82,84,86,84,78,81,78,6,4,2,4,10,7,10,10,11,11,9,8,9,8,19.89803825414697,17.289714519304123,35.8155369384418,17.797729609413533,25.156860646835025,27.271086380439797,15.73969520320776,6.1606387166911825,11.97165288598231,9.768133266007347,10.322683173459852,20.468698994868333,14.623319224186616,12.359031034529382,1.5408840698655695,7.675773992901668,2.671661884058267,7.1645920420996845,38142.00610688608,14756.886502111098,3871.3636579879094,0.22,0.62,0.25,0.53,0.7,0.43,0.66,2147
162,0.5,1.0,0.9803921568627451,0.896551724137931,0.9206349206349206,0.9555555555555556,0.9333333333333333,0.9571428571428572,10.249774499092783,16.10541161382944,19.104895641895673,13.665927157054554,13.748662379639823,17.533459865765913,12.250737507863185,5,51,29,63,45,30,70,5,12,9,8,9,12,12,88,49,68,33,52,70,30,0,39,20,55,36,18,58,7,0,3,4,3,0,0,4,2,1,1,2,0,3,88,87,87,83,86,86,85,0,1,1,5,2,2,3,8,10,11,11,10,12,9,2.040940906123698,12.732384844500213,39.51687629345564,13.854811371785038,14.614955284969794,20.4232384068493,11.185126160063492,0.5410250910093964,6.493516270695107,11.368843412613922,9.195577042875314,6.677042347340051,6.126971522054791,7.829588312044446,0.9325190628878772,8.758842163020745,6.414563597878441,8.639515700982884,14868.759024403058,8418.006109865848,38019.01830581715,0.05,0.5,0.26,0.58,0.43,0.28,0.67,2148
163,0.5,0.7837837837837838,0.8333333333333334,0.7924528301886793,0.875,0.90625,0.7692307692307693,0.8023255813953488,10.479957207406208,16.083698042615907,21.047451965427463,13.96973462926385,14.091367330714354,16.286090133797387,12.03535598761711,37,54,53,72,64,52,86,12,12,12,12,12,12,12,63,46,47,28,36,48,14,25,42,41,60,52,40,74,0,0,0,0,0,0,0,3,2,2,2,2,3,3,81,80,79,80,83,78,75,7,8,9,8,5,10,13,9,10,10,10,10,9,9,14.874303309694161,23.95032877139199,56.74736739908352,22.745089375972107,22.246697768089206,38.30210419755152,18.75864648070641,5.50349222458684,12.933177536551673,30.076104721514263,16.376464350699926,14.23788657157709,19.917094182726782,16.132435973407517,6.136167911812663,11.745554261142388,10.130502307089046,13.203187576960772,33334.626909465995,20226.63509933697,25772.817372967023,0.29,0.45,0.42,0.63,0.58,0.4,0.69,2149
164,0.5,0.8888888888888888,0.9512195121951219,0.9090909090909091,0.9622641509433962,0.8275862068965517,0.9523809523809523,0.891566265060241,10.179948693868035,15.463643169112249,19.219268558886828,13.30298523065926,14.221951848907713,17.31585506843154,11.960550021322442,9,41,33,53,58,21,83,5,9,9,5,9,12,9,84,56,64,40,39,79,14,4,32,24,48,49,9,74,7,3,3,7,3,0,3,4,2,0,0,2,0,3,87,86,85,86,78,87,80,1,2,3,2,10,1,8,8,10,12,12,10,12,9,10.961017412963358,18.708862393043056,30.995426063764366,10.119936947418118,20.631298716085446,15.754644066240063,12.134160818840693,1.3990026549100076,7.812314203343544,10.378529388292797,5.700773750442154,12.022375499069398,3.308475253910415,10.135171887803686,0.6513351178728044,4.602270858827978,3.6666563840117306,5.388344026170671,27773.823401468107,3374.9709728460293,17410.54206589097,0.08,0.39,0.3,0.51,0.48,0.2,0.74,2150
165,0.5,0.6363636363636364,0.9,0.9333333333333333,0.7931034482758621,0.8695652173913043,0.8076923076923077,0.8545454545454545,10.273126953063171,16.698811918813632,18.322569093873508,13.520574516548114,14.095555674931756,16.770501178671232,12.260975525200907,11,70,15,58,46,26,55,8,8,8,8,8,8,5,85,26,81,38,50,70,38,3,62,7,50,38,18,50,4,4,4,4,4,4,7,4,2,1,3,3,3,3,86,83,87,79,84,86,82,2,5,1,9,4,2,6,8,10,11,9,9,9,9,29.337781404229666,22.770069861289535,22.625282028226458,21.663408825274857,20.593468648925338,34.44455683842658,14.45972661148862,3.5796632566414655,15.830111271582732,3.5835376452127243,13.301957987704569,9.934583486260125,9.163934664603586,8.234877381989614,0.3814500439912081,14.249398982152343,2.482138824183494,11.605430676834658,16210.52944689896,6099.955534557113,27188.942073054146,0.07,0.63,0.14,0.46,0.4,0.21,0.48,2151
166,0.5,0.7142857142857143,0.975,0.9545454545454546,0.9523809523809523,0.9,1.0,0.8627450980392157,10.263416800526473,15.528205272337086,18.790461250126256,13.255953674756586,13.733076096084417,17.537155004532682,12.199629647539728,14,40,22,42,40,23,51,5,5,9,4,9,9,12,79,53,75,50,57,74,49,9,35,13,38,31,14,39,7,7,3,8,3,3,0,2,0,0,0,3,2,2,85,87,87,86,85,88,81,3,1,1,2,3,0,7,10,12,12,12,9,10,10,20.6335688624859,16.750319755604792,26.454694550050803,12.088414322312302,16.012856322037162,18.77320340003423,16.834368700760315,3.2290049375707714,7.010410630091205,5.925078868148408,6.543298312803902,6.436219919543738,4.40504522213828,8.585528037387759,1.6645276909694076,4.704628379025962,2.5895613509928808,4.559381628001574,12395.498725857004,5284.057672561961,20549.456863865023,0.11,0.39,0.21,0.4,0.36,0.23,0.44,2152
167,0.5,0.8181818181818182,0.873015873015873,0.9322033898305084,0.9324324324324325,0.864406779661017,0.76,0.803030303030303,10.399088060307852,16.5096391508966,21.16527416095916,13.932575113844354,14.163100245607152,17.247277278000055,12.230923429212604,22,63,59,74,59,25,66,9,12,12,9,12,12,9,75,37,41,23,41,75,31,13,51,47,65,47,13,57,3,0,0,3,0,0,3,3,3,1,4,5,3,2,85,84,84,83,83,85,75,3,4,4,5,5,3,13,9,9,11,8,7,9,10,18.314208060182136,27.342713833698987,37.1728070895722,16.325889384834,19.210416357375333,39.061933362050375,22.2112867634273,4.057345236492644,17.225909715230365,21.931956182847593,12.139291211060742,11.334145650851449,9.765483340512592,14.713818291210893,4.107863334938884,12.465955529129133,9.99547158414498,12.249884955119342,29991.726562028984,5651.782367245061,32056.472612411017,0.18,0.55,0.55,0.68,0.51,0.19,0.52,2153
168,0.5,0.6,0.8421052631578947,1.0,0.8723404255319149,0.8823529411764706,0.8823529411764706,0.88,10.06938701497609,14.726668501714986,17.447634210400302,13.29375320771635,14.785022604030667,18.002472459325116,12.146112135984781,5,19,5,47,17,17,75,0,8,0,9,5,5,9,83,77,83,50,76,76,22,5,11,5,38,12,12,66,12,4,12,3,7,7,3,0,0,0,1,0,0,3,86,86,87,82,86,86,81,2,2,1,6,2,2,7,12,12,12,11,12,12,9,23.267790295963984,20.378161381004876,32.22489623431553,13.858419650541805,21.636143782932063,30.66137749766527,14.124139564944192,3.219352493993239,4.4490349743918465,3.5568552843988996,6.647327732804315,4.278930408039063,5.833214246114301,10.74974101346727,0.63345001405105,1.3347020749934018,0.5895698331296444,6.001182853011414,2160.3175759760197,1884.3476411059964,37396.7166994561,0.03,0.16,0.04,0.41,0.15,0.15,0.65,2154
169,0.5,0.7142857142857143,0.9090909090909091,0.9767441860465116,0.7941176470588235,0.9019607843137255,0.9411764705882353,0.8026315789473685,10.301644285409372,15.293958017321764,19.812030479162686,13.827495807309598,13.778634084529868,17.067415570705503,12.301167122788234,14,33,43,68,51,34,76,5,5,5,12,8,5,12,79,60,50,32,45,59,24,9,28,38,56,43,29,64,7,7,7,0,4,7,0,4,1,2,2,3,2,5,85,85,87,76,85,86,73,3,3,1,12,3,2,15,8,11,10,10,9,10,7,13.754407378497913,23.02777744384689,31.544878798506804,23.239453166498983,17.290732072467144,25.117829132529877,16.790410365779106,2.36845001397118,7.845290073750082,14.989635832106105,15.802828153219311,9.306047813624613,8.96752192437232,12.760711877992124,1.415457383962348,6.344819152029231,9.241387367947027,13.246290731010959,21105.795899678953,11979.517879730789,35331.49485089397,0.1,0.3,0.42,0.54,0.46,0.32,0.61,2155
170,0.5,0.8461538461538461,0.9210526315789473,0.8571428571428571,0.875,0.8695652173913043,0.8888888888888888,0.9230769230769231,10.218230243840587,16.92764870028574,18.27748994637632,13.485820399310366,13.958591872471564,17.596157914567236,12.474348440301581,13,76,14,56,69,36,78,5,9,5,0,4,9,8,80,21,79,32,23,61,18,8,67,9,56,65,27,70,7,3,7,12,8,3,4,3,1,2,0,1,2,3,86,82,87,81,79,85,81,2,6,1,7,9,3,7,9,11,10,12,11,10,9,14.377073277713821,23.58736919484811,34.734063926188604,16.960675283532584,20.334211043925965,34.33457984891045,13.984583135666435,2.2695582082635055,17.888907682204916,4.712197497489777,11.208672551192876,15.304280269350926,12.409443478682334,11.358165887297956,0.6624890309758484,14.182028168113902,1.8417244360316545,8.072018034989014,46279.386749867816,13416.86318370793,18420.55186776002,0.11,0.7,0.12,0.49,0.59,0.32,0.71,2156
171,0.5,0.6,0.8974358974358975,0.75,0.896551724137931,0.7924528301886793,0.8,0.8709677419354839,10.224086060027071,15.554557490309175,19.023974545434285,13.650464449206785,13.838823686032745,17.92706014279646,12.239454960182327,5,39,24,58,53,20,62,5,5,5,12,8,5,12,88,54,69,42,43,73,38,0,34,19,46,45,15,50,7,7,7,0,4,7,0,3,2,1,3,1,2,2,88,84,84,83,76,84,83,0,4,4,5,12,4,5,9,10,11,9,11,10,10,14.426238600683574,21.127952763107267,53.39210283844191,17.432304539644278,26.5754823518405,52.895315239585,13.965971335739797,1.1171052495050682,8.474811178065533,13.34207041475446,10.11073663299368,14.153646065057133,10.651653980734887,8.658902228158675,0.6897319171112031,6.334475669777021,4.303145023994148,11.05605052295141,31630.068684963975,5605.921191903064,28723.093480054988,0.04,0.35,0.18,0.52,0.41,0.16,0.54,2157
172,0.5,0.8333333333333334,0.9111111111111111,0.875,0.864406779661017,0.7073170731707317,0.75,0.7684210526315789,10.174363940887938,15.831228418945079,18.86565709458228,13.603543270034125,14.06794407596781,16.628332315699225,12.245174551833955,12,45,24,59,41,16,95,8,12,5,8,5,12,12,84,55,69,37,52,84,5,4,33,19,51,36,4,83,4,0,7,4,7,0,0,2,1,0,5,2,3,4,86,84,85,83,79,87,66,2,4,3,5,9,1,22,10,11,12,7,10,9,8,15.9662463633956,23.134783642889285,43.84175111733633,16.354643845716573,31.514104049684306,51.06395298734423,17.736323257481303,2.3637489899597672,10.410652639300183,11.92616119675472,9.93200781933755,13.267464296919146,8.170232477975082,16.84950709460724,0.9073282741010189,7.270875914953649,4.97942337510176,8.9317832197994,19081.50832679984,1637.811941254884,28738.371685648104,0.1,0.41,0.2,0.52,0.31,0.12,0.73,2158
173,0.5,1.0,0.8793103448275862,0.8709677419354839,0.9253731343283582,0.8985507246376812,0.8823529411764706,0.8615384615384616,10.179685475377203,16.36374029697882,18.961879940075832,13.800451246840728,14.281576782216717,17.404062137132197,12.111225431266933,5,58,31,67,69,34,65,5,8,5,8,5,5,8,88,38,62,29,24,59,31,0,50,26,59,64,29,57,7,4,7,4,7,7,4,5,1,2,2,3,1,5,88,84,83,84,81,84,79,0,4,5,4,7,4,9,7,11,10,10,9,11,7,5.13527152687277,23.07831608505041,41.89304555500063,14.27236882696384,19.49032387793607,22.70508962638184,15.943618353120547,0.6418554727827094,13.203355024751,13.079494942514508,9.996415498441284,13.86320647132012,8.125557095552606,10.468193474748896,1.1284606298431754,11.059771343134344,7.3531287589576095,12.991776660084724,38907.81631555199,8761.656577914022,27468.27723282203,0.05,0.52,0.26,0.63,0.62,0.3,0.56,2159
174,0.5,0.8,0.8928571428571429,0.9523809523809523,0.9444444444444444,0.828125,0.9210526315789473,0.8307692307692308,10.09934611687039,16.10941268110266,18.554442244591236,13.994638241864475,14.260741790111954,17.30027745871919,12.172161595992826,5,56,21,72,64,38,65,5,12,5,12,8,5,8,88,44,72,28,32,55,31,0,44,16,60,56,33,57,7,0,7,0,4,7,4,1,4,1,2,3,1,1,88,82,87,84,79,86,79,0,6,1,4,9,2,9,11,8,11,10,9,11,11,8.758328944996556,35.67671910297055,21.900661251091798,18.70914680573479,22.889316216862348,29.899101558295417,19.270979857846317,0.8655586876868634,19.978962697663512,5.3177393278715686,13.470585700129048,14.854137367079927,11.691517750322076,12.666535677936547,0.43528801016509533,9.199003332993016,3.0148407339584082,10.603256477974355,38731.83849282493,16879.191610079026,22483.148687131004,0.04,0.5,0.2,0.68,0.54,0.35,0.54,2160
175,0.5,0.8888888888888888,0.9354838709677419,0.8857142857142857,0.9666666666666667,0.9375,0.9354838709677419,0.8979591836734694,10.230971343321244,15.244291949286453,19.232970626242604,13.565193073008137,14.283633004927811,17.689848365954763,12.40864091752783,9,31,35,60,16,31,49,9,9,12,9,9,9,12,88,66,65,37,81,66,51,0,22,23,51,7,22,37,3,3,0,3,3,3,0,5,2,2,3,3,3,7,88,88,85,87,88,86,84,0,0,3,1,0,2,4,7,10,10,9,9,9,5,14.23748510903016,16.467255339069162,33.57641480827278,10.19978910409145,21.145826517094388,28.35053367623622,17.551492303317872,1.3030740823593348,5.110807539669283,11.751745182895466,6.085831234998677,3.424618910370504,8.901691080721816,8.60023122862576,0.47029218915849924,4.312363860895857,7.680253117112443,9.800154187018052,3854.62817252893,1039.3142936849035,19972.337696391856,0.08,0.3,0.31,0.58,0.15,0.29,0.44,2161
176,0.5,0.8235294117647058,0.88,0.925,0.9305555555555556,0.9,0.875,0.8421052631578947,10.244257644024353,15.875643112860866,20.12683437849851,13.940239358469622,14.269842966459152,16.967679783475802,12.3035865236109,17,50,40,72,40,32,76,12,12,12,5,12,12,12,83,50,60,21,60,68,24,5,38,28,67,28,20,64,0,0,0,7,0,0,0,5,2,1,3,5,3,5,87,84,85,83,86,87,77,1,4,3,5,2,1,11,7,10,11,9,7,9,7,14.61986819761124,22.656084999775103,37.97535846391635,12.14070043119811,21.586585109546775,31.783109707478552,15.561976067995984,2.4853775935939106,11.32804249988755,15.190143385566538,9.243460668689147,8.634634043818707,10.170595106393137,11.827101811676947,1.4758471441455185,2.064827145077288,1.0127801080234349,3.0896255939733237,5971.528476859909,3962.027048708871,6267.77345857094,0.14,0.44,0.37,0.67,0.36,0.28,0.64,2162
177,0.5,1.0,0.8620689655172413,0.7777777777777778,0.98,1.0,1.0,0.8955223880597015,10.19131613597835,15.155216952609582,18.04253372031431,13.393567910524956,14.089202920917893,17.798781734613577,12.707771471997333,5,29,9,50,37,15,67,5,5,5,5,5,5,9,88,64,84,43,56,78,30,0,24,4,45,32,10,58,7,7,7,7,7,7,3,1,0,0,1,1,1,4,88,86,87,87,88,88,82,0,2,1,1,0,0,6,11,12,12,11,11,11,8,8.287186139269886,24.601684576332996,28.97464598193712,10.92883458277637,11.52363981862945,13.391522058746741,12.139383938663437,0.8539484799500399,7.3726637446497625,2.912153367481073,5.93170140343222,4.853831664619711,2.396052406458874,8.165502413074464,0.3641745368950069,1.1629038290120661,0.5187267209403217,1.289090177975595,4306.6029199589975,989.6716527249664,6354.398458727868,0.04,0.26,0.07,0.49,0.37,0.15,0.59,2163
178,0.5,0.8571428571428571,0.9583333333333334,0.9433962264150944,0.8651685393258427,0.875,0.926829268292683,0.8541666666666666,10.287394955878412,16.863835624654946,20.85469431620428,14.46930268691801,13.946880492220417,17.03698529502461,12.083434064268777,14,72,53,89,48,41,96,9,9,9,9,9,9,8,83,25,44,8,49,56,0,5,63,44,80,39,32,88,3,3,3,3,3,3,4,7,4,1,4,5,3,1,87,84,86,75,84,87,75,1,4,2,13,4,1,13,5,8,11,8,7,9,11,17.561625345813372,20.85124792513341,29.024805615962812,22.329706062969816,20.77206674471595,18.66909810179585,16.06448977800206,2.510636836522617,15.00840071766113,15.70432527682471,20.069896634904087,10.14229902204058,7.751016251713241,16.37924063968172,0.7391788880340755,8.179662491893396,9.925072821089998,9.267877453006804,23394.355516611133,13023.758846234996,15819.541787337046,0.12,0.68,0.5,0.76,0.42,0.38,0.81,2164
179,0.5,0.7857142857142857,0.9666666666666667,0.9714285714285714,0.9242424242424242,0.8863636363636364,0.875,0.9078947368421053,10.31261596438584,15.12680701114803,19.343951634020033,13.72923787878492,14.221169082072386,16.887156770911584,12.47643358034094,14,30,35,66,44,40,76,9,9,9,12,8,12,9,83,67,62,34,52,60,21,5,21,26,54,36,28,67,3,3,3,0,4,0,3,5,2,1,0,1,3,4,87,88,87,83,83,84,81,1,0,1,5,5,4,7,7,10,11,12,11,9,8,13.480856001340008,12.972726062328052,26.37622973120961,12.205989918253003,17.693933130332606,27.660041810667963,17.21919656859403,1.9388921160481059,3.984875562505315,9.352305989970665,8.055953346046978,8.449797625998642,11.064016724267185,13.179675985923337,0.9874017729889601,4.487918819068,5.450535589829087,11.040951002854854,23225.374020233983,18689.924834990874,35145.53647355805,0.11,0.29,0.34,0.61,0.39,0.35,0.69,2165
180,0.5,0.6818181818181818,0.8571428571428571,0.8285714285714286,0.8961038961038961,0.8461538461538461,0.8461538461538461,0.8028169014084507,10.391013974062686,15.72389974694062,19.331846448700656,14.018225889387242,14.20464046974804,17.398516726065164,12.09985943120482,22,42,35,77,39,26,71,12,12,8,9,8,5,8,78,58,61,20,57,67,25,10,30,27,68,31,21,63,0,0,4,3,4,7,4,3,4,1,0,2,1,1,83,83,84,80,84,85,75,5,5,4,8,4,3,13,9,8,11,12,10,11,11,18.443316986057507,25.061451327808715,32.38483865170143,18.86406115768072,24.510734531692925,37.57093444781152,20.825307970414823,4.0575297369326515,10.52580955767966,12.659962036930434,14.660764602461043,10.37500585932338,10.22214707205039,15.58963901548229,2.604144762037322,6.825600391020998,5.937739882152528,15.705142708029598,12545.995997698046,6168.7071841941215,41653.38615958905,0.15,0.36,0.29,0.69,0.33,0.22,0.56,2166
